orgId,nameOfficial,divisionRoman,conferenceId,conferenceName,webSiteUrl,athleticWebUrl
126,Central College (Iowa),III,864,American Rivers Conference,www.central.edu,www.central.edu/athletics
132,Centre College,III,30169,Southern Athletic Association,www.centre.edu,www.centrecolonels.com
134,Chapman University,III,910,Southern California Intercollegiate Athletic Conf.,www.chapman.edu,www.chapmanathletics.com
10972,Chatham University,III,907,Presidents' Athletic Conference,www.chatham.edu,www.gochathamcougars.com
137,University of Chicago,III,1471,University Athletic Association,www.uchicago.edu,athletics.uchicago.edu/landing/index
139,Christopher Newport University,III,15810,Coast-To-Coast Athletic Conference,www.cnu.edu,CNUsports.com
480,The City College of New York,III,834,City University of New York Athletic Conference,www.ccny.cuny.edu,www.ccnyathletics.com
142,Claremont McKenna-Harvey Mudd-Scripps Colleges,III,910,Southern California Intercollegiate Athletic Conf.,www.claremontmckenna.edu,www.cmsathletics.org
145,Clark University (Massachusetts),III,890,New England Women's and Men's Athletic Conference,www.clarku.edu,clarkathletics.com
146,Clarkson University,III,24197,Liberty League,www.clarkson.edu,www.clarksonathletics.com
30083,State University of New York at Cobleskill,III,30026,North Atlantic Conference,www.cobleskill.edu/home.asp,fightingtigers.cobleskill.edu/
150,Coe College,III,864,American Rivers Conference,www.coe.edu,www.kohawkathletics.com
151,Colby College,III,12817,New England Small College Athletic Conference,www.colby.edu,www.colby.edu/athletics
152,Colby-Sawyer College,III,23257,Great Northeast Athletic Conference,www.colby-sawyer.edu,www.colby-sawyerathletics.com/
154,Colorado College,III,835,Southern Collegiate Athletic Conference,www.coloradocollege.edu/,www.cctigers.com
161,"Concordia College, Moorhead",III,882,Minnesota Intercollegiate Athletic Conference,www.concordiacollege.edu,www.gocobbers.com
160,Concordia University Chicago,III,30097,Northern Athletics Collegiate Conference,www.cuchicago.edu,www.CUCougars.com
24400,Concordia University Texas,III,835,Southern Collegiate Athletic Conference,www.concordia.edu/,athletics.concordia.edu/index.aspx
1036,Concordia University Wisconsin,III,30097,Northern Athletics Collegiate Conference,www.cuw.edu,www.cuwfalcons.com
163,Connecticut College,III,12817,New England Small College Athletic Conference,www.conncoll.edu,camelathletics.com/
166,Cornell College,III,23119,Midwest Conference,www.cornellcollege.edu,www.cornellrams.com
168,State University of New York at Cortland,III,917,State University of New York Athletic Conference,www.cortland.edu,www.cortland.edu/athletics
30111,Covenant College,III,30251,Collegiate Conference of the South,www.covenant.edu,athletics.covenant.edu/
30035,Crown College (Minnesota),III,30115,Upper Midwest Athletic Conference,www.crown.edu,www.athletics.crown.edu
170,Curry College,III,839,Conference of New England,www.curry.edu,www.curryathletics.com
1044,University of Dallas,III,835,Southern Collegiate Athletic Conference,www.udallas.edu,www.udallasathletics.com
30219,Dean College,III,23257,Great Northeast Athletic Conference,https://www.dean.edu/,www.deanbulldogs.com/landing/index
179,Delaware Valley University,III,877,Middle Atlantic Conferences,www.delval.edu,www.delval.edu/athletics
30225,State University of New York at Delhi,III,30026,North Atlantic Conference,www.delhi.edu/,delhibroncos.com/landing/index
182,Denison University,III,897,North Coast Athletic Conference,www.denison.edu,www.denisonbigred.com
177,DePauw University,III,897,North Coast Athletic Conference,www.depauw.edu,depauwtigers.com/landing/index
20,DeSales University,III,877,Middle Atlantic Conferences,www.desales.edu,athletics.desales.edu
185,Dickinson College,III,9683,Centennial Conference,www.dickinson.edu,www.dickinsonathletics.com
1332,Dominican University (Illinois),III,30097,Northern Athletics Collegiate Conference,www.dom.edu,www.dustars.com
190,Drew University,III,30101,Landmark Conference,www.drew.edu,www.drewrangers.com
192,University of Dubuque,III,864,American Rivers Conference,www.dbq.edu,www.dbq.edu/Athletics/
195,Earlham College,III,9174,Heartland Collegiate Athletic Conference,www.earlham.edu,www.goearlham.com
1062,East Texas Baptist University,III,14825,American Southwest Conference,www.etbu.edu,www.goetbutigers.com
200,Eastern Connecticut State University,III,867,Little East Conference,www.easternct.edu,gowarriorathletics.com
203,Eastern Mennonite University,III,903,Old Dominion Athletic Conf.,www.emu.edu,www.emuroyals.com
1064,Eastern Nazarene College,III,30026,North Atlantic Conference,www.enc.edu,www.enc.edu/athletics
8968,Eastern University,III,877,Middle Atlantic Conferences,www.eastern.edu,www.goeasterneagles.com
1066,Edgewood College,III,30097,Northern Athletics Collegiate Conference,www.edgewood.edu,www.EdgewoodCollegeEagles.com
211,Elizabethtown College,III,30101,Landmark Conference,www.etown.edu,www.etownbluejays.com
212,Elmhurst University,III,836,College Conference of Illinois & Wisconsin,public.elmhurst.edu/,elmhurstbluejays.com/
213,Elmira College,III,863,Empire 8,www.elmira.edu,athletics.elmira.edu
532,Elms College,III,23257,Great Northeast Athletic Conference,www.elms.edu,ecblazers.com
214,Emerson College,III,890,New England Women's and Men's Athletic Conference,www.emerson.edu,www.emersonlions.com
215,Emmanuel College (Massachusetts),III,23257,Great Northeast Athletic Conference,www.emmanuel.edu,www.goecsaints.com
217,Emory University,III,1471,University Athletic Association,www.emory.edu,www.emoryathletics.com
8981,Endicott College,III,839,Conference of New England,www.endicott.edu,www.ecgulls.com
218,Eureka College,III,12974,St. Louis Intercollegiate Athletic Conference,www.eureka.edu,www.eurekareddevils.com
221,"Fairleigh Dickinson University, Florham",III,877,Middle Atlantic Conferences,www.fdu.edu,www.fdudevils.com
27892,Farmingdale State College,III,13054,Skyline Conference,www.farmingdale.edu,www.farmingdalesports.com
225,Ferrum College,III,903,Old Dominion Athletic Conf.,www.ferrum.edu,www.ferrumpanthers.com
227,Fitchburg State University,III,870,Massachusetts State Collegiate Athletic Conference,www.fitchburgstate.edu,www.fitchburgfalcons.com
11538,Fontbonne University,III,12974,St. Louis Intercollegiate Athletic Conference,www.fontbonne.edu,www.fontbonnegriffins.com
238,Framingham State University,III,870,Massachusetts State Collegiate Athletic Conference,www.framingham.edu,www.fsurams.com
30069,Franciscan University of Steubenville,III,907,Presidents' Athletic Conference,www.franciscan.edu,www.franciscanathletics.com
239,Franklin & Marshall College,III,9683,Centennial Conference,www.fandm.edu,www.godiplomats.com
2694,Franklin College,III,9174,Heartland Collegiate Athletic Conference,www.franklincollege.edu,franklingrizzlies.com/landing/index
242,The State University of New York at Fredonia,III,917,State University of New York Athletic Conference,www.fredonia.edu,www.fredoniabluedevils.com
245,Gallaudet University,III,30071,United East Conference,www.gallaudet.edu,www.gallaudetbison.com
247,State University of New York at Geneseo,III,863,Empire 8,www.geneseo.edu/,www.geneseoknights.com
30084,Geneva College,III,907,Presidents' Athletic Conference,www.geneva.edu,athletics.geneva.edu
1094,George Fox University,III,25300,Northwest Conference,www.georgefox.edu,www.gfubruins.com
258,Gettysburg College,III,9683,Centennial Conference,www.gettysburg.edu,www.gettysburgsports.com
1099,Gordon College,III,839,Conference of New England,www.gordon.edu,athletics.gordon.edu/index.aspx
1467,Goucher College,III,30101,Landmark Conference,www.goucher.edu,athletics.goucher.edu/landing/index
263,Greensboro College,III,842,USA South Athletic Conference,www.greensboro.edu,www.greensborocollegesports.com
1111,Greenville University,III,12974,St. Louis Intercollegiate Athletic Conference,www.greenville.edu,www.greenville.edu/athletics
264,Grinnell College,III,23119,Midwest Conference,www.grinnell.edu/,pioneers.grinnell.edu/
265,Grove City College,III,907,Presidents' Athletic Conference,www.gcc.edu,athletics.gcc.edu
1112,Guilford College,III,903,Old Dominion Athletic Conf.,www.guilford.edu,www.guilford.edu/athletics
266,Gustavus Adolphus College,III,882,Minnesota Intercollegiate Athletic Conference,www.gustavus.edu,www.gustavus.edu/athletics/
12399,Gwynedd Mercy University,III,30233,Atlantic East Conference,www.gmercyu.edu,gwyneddathletics.com/
267,Hamilton College,III,12817,New England Small College Athletic Conference,www.hamilton.edu,www.hamilton.edu/athletics
268,Hamline University,III,882,Minnesota Intercollegiate Athletic Conference,www.hamline.edu,www.hamlineathletics.com
269,Hampden-Sydney College,III,903,Old Dominion Athletic Conf.,www.hsc.edu/,www.hscathletics.com
1115,Hanover College,III,9174,Heartland Collegiate Athletic Conference,www.hanover.edu,https://athletics.hanover.edu/landing/index
271,Hardin-Simmons University,III,14825,American Southwest Conference,www.hsutx.edu,hsuathletics.com
272,University of Hartford,I,839,Conference of New England,www.hartford.edu,hartfordhawks.com
273,Hartwick College,III,863,Empire 8,www.hartwick.edu,www.hartwickhawks.com
276,Haverford College,III,9683,Centennial Conference,www.haverford.edu,www.haverfordathletics.com
278,Heidelberg University,III,901,Ohio Athletic Conference,www.heidelberg.edu,bergathletics.com
1124,Hendrix College,III,30169,Southern Athletic Association,www.hendrix.edu,www.hendrixwarriors.com
8398,Hilbert College,III,30022,Allegheny Mountain Collegiate Conference,www.hilbert.edu,www.hilberthawks.com
281,Hiram College,III,897,North Coast Athletic Conference,www.hiram.edu,www.hiramterriers.com
282,Hobart and William Smith Colleges,III,24197,Liberty League,www.hws.edu,www.hwsathletics.com
284,Hollins University,III,903,Old Dominion Athletic Conf.,www.hollins.edu,www.hollinssports.com
8404,Hood College,III,877,Middle Atlantic Conferences,www.hood.edu,www.hoodathletics.com
286,Hope College,III,873,Michigan Intercol. Ath. Assn.,www.hope.edu,athletics.hope.edu
30160,Houghton University,III,863,Empire 8,www.houghton.edu,athletics.houghton.edu
2741,Howard Payne University,III,14825,American Southwest Conference,www.hputx.edu,www.hpusports.com
292,Hunter College,III,834,City University of New York Athletic Conference,www.hunter.cuny.edu/,www.hunter.cuny.edu/athletics
1130,Huntingdon College,III,30251,Collegiate Conference of the South,www.huntingdon.edu,www.huntingdonhawks.com
1133,Husson University,III,30026,North Atlantic Conference,www.husson.edu,www.hussoneagles.com
297,Illinois College,III,23119,Midwest Conference,www.ic.edu,www.illinoiscollegeathletics.com/
30172,Illinois Institute of Technology,III,30097,Northern Athletics Collegiate Conference,www.iit.edu,www.illinoistechathletics.com
300,Illinois Wesleyan University,III,836,College Conference of Illinois & Wisconsin,www.iwu.edu/,www.iwusports.com
303,Immaculata University,III,30233,Atlantic East Conference,www.immaculata.edu,www.gomightymacs.com
313,Ithaca College,III,24197,Liberty League,www.ithaca.edu/,athletics.ithaca.edu
320,John Carroll University,III,901,Ohio Athletic Conference,www.jcu.edu,www.jcusports.com
321,John Jay College of Criminal Justice,III,834,City University of New York Athletic Conference,www.jjay.cuny.edu/,www.johnjayathletics.com
322,Johns Hopkins University,III,9683,Centennial Conference,www.jhu.edu/,www.hopkinssports.com
22626,Johnson & Wales University (Providence),III,23257,Great Northeast Athletic Conference,www.jwu.edu,providence.jwuathletics.com
325,Juniata College,III,30101,Landmark Conference,www.juniata.edu/,www.juniatasports.net
326,Kalamazoo College,III,873,Michigan Intercol. Ath. Assn.,www.kzoo.edu/,hornets.kzoo.edu/landing/index/
329,Kean University,III,891,New Jersey Athletic Conference,www.kean.edu,www.keanathletics.com
330,Keene State College,III,867,Little East Conference,www.keene.edu,www.keeneowls.com
335,Kenyon College,III,897,North Coast Athletic Conference,www.kenyon.edu,athletics.kenyon.edu
1159,Keuka College,III,863,Empire 8,www.keuka.edu/,www.keukaathletics.com
30047,Keystone College,III,30071,United East Conference,www.keystone.edu,www.gokcgiants.com
336,King's College (Pennsylvania),III,877,Middle Atlantic Conferences,www.kings.edu/,www.kings.edu/athletics
337,Knox College,III,23119,Midwest Conference,www.knox.edu,prairiefire.knox.edu
1163,La Roche University,III,30022,Allegheny Mountain Collegiate Conference,www.laroche.edu,larochesports.com
341,University of La Verne,III,910,Southern California Intercollegiate Athletic Conf.,www.laverne.edu,www.leopardathletics.com
1162,LaGrange College,III,30251,Collegiate Conference of the South,www.lagrange.edu,www.lagrangepanthers.com
344,Lake Forest College,III,23119,Midwest Conference,www.lakeforest.edu,www.goforesters.com
1164,Lakeland University,III,30097,Northern Athletics Collegiate Conference,www.lakeland.edu/,lakelandmuskies.com/
30085,Lancaster Bible College,III,30071,United East Conference,www.lbc.edu,www.lbcchargers.com
8486,Lasell University,III,23257,Great Northeast Athletic Conference,www.lasell.edu,laserpride.lasell.edu
348,Lawrence University,III,23119,Midwest Conference,www.lawrence.edu/,vikings.lawrence.edu/index.aspx
351,Lebanon Valley College,III,877,Middle Atlantic Conferences,www.lvc.edu,www.godutchmen.com
279,Lehman College,III,834,City University of New York Athletic Conference,www.lehman.edu,www.lehmanathletics.com
24317,Lesley University,III,30026,North Atlantic Conference,www.lesley.edu,lesleyathletics.com
8490,LeTourneau University,III,14825,American Southwest Conference,www.letu.edu,www.letuathletics.com
22235,Lewis & Clark College,III,25300,Northwest Conference,www.lclark.edu,www.lcpioneers.com
1179,Linfield University,III,25300,Northwest Conference,www.linfield.edu,golinfieldwildcats.com/
364,Loras College,III,864,American Rivers Conference,www.loras.edu,www.duhawks.com
372,Luther College,III,864,American Rivers Conference,www.luther.edu/,sports.luther.edu
373,Lycoming College,III,30101,Landmark Conference,www.lycoming.edu,lycomingathletics.com
374,University of Lynchburg,III,903,Old Dominion Athletic Conf.,www.lynchburg.edu/,www.lynchburgsports.com/landing/index
22989,Lyon College,III,12974,St. Louis Intercollegiate Athletic Conference,www.lyon.edu/,www.lyon.edu/sports/lyon_sports.html
376,Macalester College,III,882,Minnesota Intercollegiate Athletic Conference,www.macalester.edu/,www.macalester.edu/athletics
378,Maine Maritime Academy,III,30026,North Atlantic Conference,www.mainemaritime.edu/,www.marinersports.org
379,"University of Maine, Farmington",III,30026,North Atlantic Conference,umf.maine.edu/,www.goUMFbeavers.com
30040,University of Maine at Presque Isle,III,30026,North Atlantic Conference,www.umpi.edu,owls.umpi.edu/landing/index
1192,Manchester University,III,9174,Heartland Collegiate Athletic Conference,www.manchester.edu,www.muspartans.com
382,Manhattanville University,III,13054,Skyline Conference,www.mville.edu,www.govaliants.com
1194,Maranatha Baptist University,III,0,Independent,www.mbu.edu/,mbusabercats.com
1196,Marian University (Wisconsin),III,30097,Northern Athletics Collegiate Conference,www.marianuniversity.edu,www.sabreathletics.com
385,Marietta College,III,901,Ohio Athletic Conference,www.marietta.edu/,pioneers.marietta.edu/
478,State University of New York Maritime College,III,13054,Skyline Conference,www.sunymaritime.edu/,www.maritimeathletics.com
8597,Martin Luther College,III,30115,Upper Midwest Athletic Conference,www.mlc-wels.edu,www.mlcknights.com
389,Mary Baldwin University,III,842,USA South Athletic Conference,www.marybaldwin.edu/,www.marybaldwinathletics.com
1203,University of Mary Hardin-Baylor,III,14825,American Southwest Conference,www.umhb.edu,www.umhb.edu/athletics
390,University of Mary Washington,III,15810,Coast-To-Coast Athletic Conference,www.umw.edu/,www.umweagles.com
394,Marymount University (Virginia),III,30233,Atlantic East Conference,www.marymount.edu/,www.marymountsaints.com
396,Maryville College (Tennessee),III,30251,Collegiate Conference of the South,www.maryvillecollege.edu,www.mcscots.com/landing/index
397,Marywood University,III,30233,Atlantic East Conference,www.marywood.edu,www.marywoodpacers.com
486,Massachusetts College of Liberal Arts,III,870,Massachusetts State Collegiate Athletic Conference,www.mcla.edu/,athletics.mcla.edu/
398,Massachusetts Institute of Technology,III,890,New England Women's and Men's Athletic Conference,web.mit.edu,www.mitathletics.com
399,Massachusetts Maritime Academy,III,870,Massachusetts State Collegiate Athletic Conference,www.maritime.edu,www.mmabucs.com
401,University of Massachusetts Boston,III,867,Little East Conference,www.umb.edu/,www.beaconsathletics.com
656,"University of Massachusetts, Dartmouth",III,867,Little East Conference,www.umassd.edu,www.corsairathletics.com
773,McDaniel College,III,9683,Centennial Conference,www.mcdaniel.edu/,www.mcdaniel.edu/athletics
8530,McMurry University,III,835,Southern Collegiate Athletic Conference,www.mcm.edu,www.mcmurrysports.com
403,Medgar Evers College,III,834,City University of New York Athletic Conference,www.mec.cuny.edu,www.mecathletics.com
409,Meredith College,III,842,USA South Athletic Conference,www.meredith.edu,www.goavengingangels.com
411,Messiah University,III,877,Middle Atlantic Conferences,www.messiah.edu,www.gomessiah.com
412,Methodist University,III,842,USA South Athletic Conference,www.methodist.edu,www.mumonarchs.com
420,Middlebury College,III,12817,New England Small College Athletic Conference,www.middlebury.edu/,www.middlebury.edu/athletics
424,Millikin University,III,836,College Conference of Illinois & Wisconsin,www.millikin.edu/,athletics.millikin.edu
426,Millsaps College,III,30169,Southern Athletic Association,www.millsaps.edu,www.gomajors.com
20220,Milwaukee School of Engineering,III,30097,Northern Athletics Collegiate Conference,www.msoe.edu/,go-raiders.com
1226,"University of Minnesota, Morris",III,30115,Upper Midwest Athletic Conference,www.morris.umn.edu,www.morriscougars.com
16142,Misericordia University,III,877,Middle Atlantic Conferences,www.misericordia.edu/,www.misericordia.edu/athletics
431,Mississippi University for Women,III,12974,St. Louis Intercollegiate Athletic Conference,www.muw.edu,www.owlsathletics.com
30042,Mitchell College,III,23257,Great Northeast Athletic Conference,www.mitchell.edu,www.mitchellathletics.com
438,Monmouth College (Illinois),III,23119,Midwest Conference,www.monmouthcollege.edu,monmouthscots.com
442,Montclair State University,III,891,New Jersey Athletic Conference,www.montclair.edu/,www.montclairathletics.com
443,Moravian University,III,30101,Landmark Conference,www.moravian.edu,moraviansports.com/landing/index
30067,State University of New York at Morrisville,III,917,State University of New York Athletic Conference,www.morrisville.edu,morrisvillemustangs.com/
30036,Mount Aloysius College,III,30022,Allegheny Mountain Collegiate Conference,www.mtaloy.edu,www.mountieathletics.com
449,Mount Holyoke College,III,890,New England Women's and Men's Athletic Conference,www.mtholyoke.edu/,www.mtholyoke.edu/athletics
30033,Mount Mary University,III,15810,Coast-To-Coast Athletic Conference,www.mtmary.edu/,mtmaryathletics.com
8567,Mount St. Joseph University,III,9174,Heartland Collegiate Athletic Conference,www.msj.edu/,www.msjlions.com
451,University of Mount Saint Vincent,III,13054,Skyline Conference,www.mountsaintvincent.edu,cmsvathletics.com/
1468,Mount Saint Mary College (New York),III,13054,Skyline Conference,www.msmc.edu/,www.msmcknights.com/
452,University of Mount Union,III,901,Ohio Athletic Conference,www.mountunion.edu,athletics.mountunion.edu
453,Muhlenberg College,III,9683,Centennial Conference,www.muhlenberg.edu,www.muhlenbergsports.com
455,Muskingum University,III,901,Ohio Athletic Conference,www.muskingum.edu,www.fightingmuskies.com/landing/index
461,Nazareth University,III,863,Empire 8,www.naz.edu,www.nazathletics.com
462,Nebraska Wesleyan University,III,864,American Rivers Conference,www.nebrwesleyan.edu/,www.nwusports.com/
1254,Neumann University,III,30233,Atlantic East Conference,www.neumann.edu,www.neumannathletics.com
1255,University of New England,III,839,Conference of New England,www.une.edu,athletics.une.edu
467,New England College,III,23257,Great Northeast Athletic Conference,www.nec.edu/,athletics.nec.edu/
319,New Jersey City University,III,891,New Jersey Athletic Conference,www.njcu.edu,www.njcugothicknights.com
712,The College of New Jersey,III,891,New Jersey Athletic Conference,www.tcnj.edu,www.tcnjathletics.com
475,State University of New York at New Paltz,III,917,State University of New York Athletic Conference,www.newpaltz.edu/,www.nphawks.com
479,New York University,III,1471,University Athletic Association,www.nyu.edu,www.gonyuathletics.com
484,Nichols College,III,839,Conference of New England,www.nichols.edu,www.nicholsathletics.com
491,North Carolina Wesleyan University,III,842,USA South Athletic Conference,https://ncwu.edu/,https://ncwsports.com/
492,North Central College,III,836,College Conference of Illinois & Wisconsin,noctrl.edu/,northcentralcardinals.com
30039,North Central University,III,30115,Upper Midwest Athletic Conference,www.northcentral.edu/,www.ncurams.com
496,North Park University,III,836,College Conference of Illinois & Wisconsin,www.northpark.edu/,www.northpark.edu/athletics/
1267,Northland College,III,30115,Upper Midwest Athletic Conference,www.northland.edu/,www.northlandcollegesports.com
30031,University of Northwestern-St. Paul,III,30115,Upper Midwest Athletic Conference,www.unwsp.edu,unweagles.com
511,Norwich University,III,23257,Great Northeast Athletic Conference,www.norwich.edu,www.norwichathletics.com
8600,Notre Dame of Maryland University,III,30071,United East Conference,www.ndm.edu,www.notredamegators.com
515,Oberlin College,III,897,North Coast Athletic Conference,www.oberlin.edu/,www.goyeo.com
516,Occidental College,III,910,Southern California Intercollegiate Athletic Conf.,www.oxy.edu,www.oxyathletics.com
2713,Oglethorpe University,III,30169,Southern Athletic Association,www.oglethorpe.edu,www.gopetrels.com
517,Ohio Northern University,III,901,Ohio Athletic Conference,www.onu.edu/,onusports.com/landing/index
520,Ohio Wesleyan University,III,897,North Coast Athletic Conference,www.owu.edu,battlingbishops.com/
526,State University of New York at Oneonta,III,917,State University of New York Athletic Conference,www.oneonta.edu,www.oneontaathletics.com
530,State University of New York at Oswego,III,917,State University of New York Athletic Conference,www.oswego.edu/index,oswegolakers.com
531,Otterbein University,III,901,Ohio Athletic Conference,www.otterbein.edu/,www.otterbeincardinals.com
23008,University of the Ozarks (Arkansas),III,835,Southern Collegiate Athletic Conference,www.ozarks.edu/,www.uofoathletics.com/landing/index
1297,Pacific Lutheran University,III,25300,Northwest Conference,www.plu.edu/,www.golutes.com
2751,Pacific University (Oregon),III,25300,Northwest Conference,www.pacificu.edu/,www.goboxers.com
30190,Pennsylvania College of Technology,III,30071,United East Conference,www.pct.edu,athletics.pct.edu
25719,"Penn State University, Altoona",III,30022,Allegheny Mountain Collegiate Conference,www.altoona.psu.edu,www.psaltoonalions.com
538,"Pennsylvania State Univ. Erie, the Behrend College",III,30022,Allegheny Mountain Collegiate Conference,pserie.psu.edu,PSBLions.com
30081,Penn State Harrisburg,III,30071,United East Conference,www.hbg.psu.edu,athletics.hbg.psu.edu/landing/index
30044,Penn State Berks College,III,30071,United East Conference,www.berks.psu.edu,www.psuberksathletics.com
30114,"Penn State University, Abington",III,30071,United East Conference,www.abington.psu.edu,www.abingtonsports.com
