orgId,nameOfficial,divisionRoman,conferenceId,conferenceName,webSiteUrl,athleticWebUrl
742,Virginia Polytechnic Institute and State University,I,821,Atlantic Coast Conference,www.vt.edu,www.hokiesports.com
748,Wagner College,I,846,Northeast Conference,www.wagner.edu,www.wagnerathletics.com
749,Wake Forest University,I,821,Atlantic Coast Conference,www.wfu.edu,www.godeacs.com
756,University of Washington,I,827,Big Ten Conference,www.washington.edu/,www.gohuskies.com
754,Washington State University,I,905,Pac-12 Conference,www.wsu.edu,www.wsucougars.com
758,Weber State University,I,825,Big Sky Conference,www.weber.edu,www.weberstatesports.com/
766,University of West Georgia,II,920,Atlantic Sun Conference,www.westga.edu,www.uwgathletics.com
768,West Virginia University,I,25354,Big 12 Conference,www.wvu.edu,www.wvusports.com
769,Western Carolina University,I,912,Southern Conference,www.wcu.edu/,www.catamountsports.com
771,Western Illinois University,I,902,Ohio Valley Conference,www.wiu.edu,www.goleathernecks.com
772,Western Kentucky University,I,24312,Conference USA,www.wku.edu,www.wkusports.com
774,Western Michigan University,I,875,Mid-American Conference,www.wmich.edu,www.wmubroncos.com
782,Wichita State University,I,823,American Athletic Conference,www.wichita.edu,www.goshockers.com
786,William & Mary,I,837,Coastal Athletic Association,www.wm.edu,www.tribeathletics.com
792,Winthrop University,I,826,Big South Conference,www.winthrop.edu/,www.winthropeagles.com
794,University of Wisconsin-Green Bay,I,881,Horizon League,www.uwgb.edu,greenbayphoenix.com
796,University of Wisconsin-Madison,I,827,Big Ten Conference,www.wisc.edu/,www.uwbadgers.com
797,University of Wisconsin-Milwaukee,I,881,Horizon League,www.uwm.edu,www.mkepanthers.com
2915,Wofford College,I,912,Southern Conference,www.wofford.edu/,www.wofford.edu/athletics
810,Wright State University,I,881,Horizon League,www.wright.edu,www.wsuraiders.com
811,University of Wyoming,I,5486,Mountain West Conference,www.uwyo.edu,www.gowyo.com
812,Xavier University,I,30184,Big East Conference,www.xavier.edu,www.goxavier.com
813,Yale University,I,865,The Ivy League,www.yale.edu,www.yalebulldogs.com
817,Youngstown State University,I,881,Horizon League,www.ysu.edu,www.ysusports.com
