id,name,full_name,city,logo,state_code,org_id,org_season_id,event_id
3603,210 FC San Antonio,210 FC San Antonio,San Antonio,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Amalia_Contreras_b63443490acc45ea8249fee1839055a7_210_FC_Log.png,TX,16,63,3263
4530,956 United,956 United,Mcallen,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerImage/Shawn_Ascher_ab3701e40c2c4b38992c82956a650d58.jpg,TX,16,63,3263
4370,AC Connecticut,AC Connecticut,Newtown,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/d084003ff02d48778ed1838a6070add4_urpin_larg.jpg,CT,16,63,3254
3102,AC Marin,AC Marin,Petaluma,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerImage/Mackenzie_Kjenstad_c138b49bce3e48589bb3a199d32afa47.jpg,CA,16,63,3258
551,Ajax United,Ajax United,Modesto,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerImage/Grant_Harper_ed47bbaa65b0450eaabb21c06eeda63d.png,CA,16,63,3258
18,Alabama FC,Alabama FC,Birmingham,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/_da463c0400e545cbbfb1f23ee81d0cde_afc.png,AL,16,63,3251
10,Albion Hurricanes FC,Albion Hurricanes FC,Houston,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Jacob_Decker_b5174738f5fb404db82f157ca6f459d3_albion.png,TX,16,63,3262
3782,ALBION SC,ALBION SC,Longmont,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Viviana_Acosta_ef0d658c49ab40cf889cdaa1d57dffc5_Albion_Log.png,CO,16,63,3253
4177,Albion SC Merced,Albion SC Merced,Merced,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/logo_07-29-2024T14:59:47.902.png,CA,16,63,3258
3069,Almaden FC,Almaden FC,San Jose ,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerImage/Hannah_Maher_cb8e7d62eb744f6587bf1fe730216c00.png,CA,16,63,3258
3585,Arkansas Comets FC,Arkansas Comets FC,Fayetteville,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/d8b256543b4d40b6981553b39063efbd_Arkansas_C.png,AR,16,63,3289
3594,Arkansas Rising,Arkansas Rising,Little Rock,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Kellie_Hallworth_22e586d2e30f427e876a496df7065b30_rising_tgs.jpg,AR,16,63,3289
525,Arlington Soccer,Arlington Soccer,Arlington,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Thomas_Griffin_bee0acf7e2a84c378d3d08368546c844_ARL LOGO.png,VA,16,63,3264
2232,Arsenal Colorado,Arsenal Colorado,Fort Collins,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Minjae_Kwak_2b16c0450b474d5593f958578837c2cb_AC_Shield_.png,CO,16,63,3253
14,Atlanta Fire United,Atlanta Fire United,Duluth,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Lee_Wilder_db1845a2eea8444082a1d8c62031bb81_ATLFire_Un.png,GA,16,63,3261
3014,Austin Texans,Austin Texans,Austin,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Sarah_Bulis_66104628d5a54d04aa13e793bdec45c2_TexansLogo.jpg,TX,16,63,3263
4068,Avanti Soccer Academy,Avanti Soccer Academy,Dallas,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/454396322db3427dbfb014411fd9640a_Avanti_TGS.png,TX,16,63,3255
494,Baltimore Celtic Soc...,Baltimore Celtic Soccer Club,Mount Airy,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Nina_Cuccinello_5760953f94024802941faab6a6850225_celtic6sta.png,MD,16,63,3257
16,Beach FC  (CA),Beach FC  (CA),Torrance,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/Beach-FC.jpg,CA,16,63,3260
628,Beach FC  (VA),Beach FC  (VA),Virginia Beach,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Joelle_Palombo_169588b883044d45b185887b8a469848_logo_large.png,VA,16,63,3264
4080,Blast FC Academy,Blast FC Academy,Westerville,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Kyle_Dougherty_3f539843878541a3ab215251a5380244_Blast_FC_T.png,OH,16,63,3249
3620,Blitz Academy FC,Blitz Academy FC,TULSA,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/blake_test2_72e9d81f05124cd88c617559d83715af_blitz_logo.png,OK,16,63,3289
2419,Bloomingdale Lightni...,Bloomingdale Lightning FC ,Elgin,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/f93f3613fc4d4db28b184f6c1ec5bf38_Screenshot.png,IL,16,63,3246
51,Boise Timbers | Thor...,Boise Timbers | Thorns FC,Meridian,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/John_Smith_82702c17fedd4e6a94336134ddb90efd_BTT_logo_3.png,ID,16,63,3247
3985,Burlingame SC,Burlingame SC,Burlingame,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerImage/James_Bond_e12e394298f945ef996b9a3ea2f3337b.jpeg,CA,16,63,3258
1771,BVB International Ac...,BVB International Academy,Carrollton,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Ivan_Orozco_58eea4a406a94ed7bdfd3b2757f2fcf1_BVB_portra.png,TX,16,63,3255
4578,Canton Force,Canton Force,North Royalton,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerImage/Kory_Patterson_23f5f5e162414a39b8b0857fa79b2b3e.png,OH,16,63,3249
3390,Cape Coral SA,Cape Coral SA,Cape Coral,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/6492346eb0204db88b4d9bcc9db0a26f_Screenshot.png,FL,16,63,3248
4329,Capital FC,Capital FC,Salem,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/241ff5094c734069b26bc80bd54c2718_Screenshot.png,OR,16,63,0
3956,Capital Futbol Club,Capital Futbol Club,Salem,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Christine_Spinelli_aed95826a66b47c682fbb00a6dae5e8b_faviconArt.png,OR,16,63,3247
380,Carolina Elite Socce...,Carolina Elite Soccer Academy,Greenville,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/CarolinaESA.jpg,SC,16,63,3261
3432,Cavalry Youth Soccer,Cavalry Youth Soccer,College Station,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Bethany_Chang_810bcf9fdacd4a399402ff879d67b112_CavalryYou.jpg,TX,16,63,3263
3489,Cedar Stars Rush Hou...,Cedar Stars Rush Houston,Katy,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Marissa_Kawakami_ac15373731bf43cebd57ac44fc39c2c3_CSR logo.png,TX,16,63,3263
4349,CFC North,CFC North,Rocky Hill,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Devin_Itzikman_75ee55b60c464ef386f62079e95fafe3_CFC_Logo_.png,CT,16,63,3254
3539,CFC South,CFC South,Bethany ,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Jasmine_Sinchai_1e33b950aa14413984faa4bf3193bf0a_download.jpg,CT,16,63,0
25,Challenge SC,Challenge SC,Spring,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/Challenge-SC.jpg,TX,16,63,3262
1010,Charlotte Independen...,Charlotte Independence Soccer Club,Cornelius,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Ardo_Khedesian_dc473e08e1e447ad89110559b1c57e83_cisc_logo.png,NC,16,63,3245
26,Charlotte SA,Charlotte SA,Pineville ,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/Charlotte-Soccer-Academy.jpg,NC,16,63,3245
3232,Chattanooga Red Wolv...,Chattanooga Red Wolves SC,Chattanooga,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Katherine _Gath_86779749f6574ad1af53036a252ef945_logo.jpg,TN,16,63,3251
2476,Chicago City SC,Chicago City SC,chicago,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerImage/Katie_Reinhart_c4a7deb0b9514507bee0c4a5ac01c71d.png,IL,16,63,3246
2167,Chicago Inter Soccer,Chicago Inter Soccer,New Lenox,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/ronaldo_ramirez_bf77238fb93e4c909d8d11c75c9f121a_IMG_26371.png,IL,16,63,3246
2106,Chicago Magic ,Chicago Magic ,Highland Park,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Daniel_Delarosa_a21f10f9214e43a2aaa148b8573f12e8_3083089751.jpg,IL,16,63,3252
4087,Cincinnati Elite FC,Cincinnati Elite FC,Cincinnati,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Alex_Garcia_458ab186957b47238dec32c91ee88656_Cincinnati.png,OH,16,63,3249
3434,Classic Elite STX SA,Classic Elite STX SA,Edinburg,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/Logo_2024__08-16-2024T19:10:04.929.png,TX,16,63,0
3478,Cleveland Force SC,Cleveland Force SC,Bedford Heights,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Ella_Neumann_73806358b04141acb9101a388a400c10_CFSC Logo no outline.png,OH,16,63,3249
1249,Clovis Crossfire,Clovis Crossfire,Clovis,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerImage/Frank_Arlasky_77022cd6571a4331ba7e41d36328ed6a.png,CA,16,63,3258
4079,Club Ohio,Club Ohio,Dublin,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/1a575300a46347ca8ba19d463cc8be9c_Club_Ohio_.png,OH,16,63,3249
4319,Coastal Rush,Coastal Rush,Penscola,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/harrison_Coffell_90242c2fd421475291a7d79f6b5068d4_download.jpg,FL,16,63,3248
3639,Colorado EDGE SC,Colorado EDGE SC,Arvada,https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/b016193dbec04d5eb83b3b3cbca65ef5_Colorado_E.png,CO,16,63,3253
29,Colorado Rapids,Colorado Rapids,Aurora,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/John_Doe_9ec5bd5219c34faba507ec82f55ac79d_Colorado_R.png,CO,16,63,3253
28,Colorado Rush,Colorado Rush,"Denver, CO 80231 ",https://s3.amazonaws.com/images.totalglobalsports.com/ClubImages/Logos/1CO_Rush_S_08-18-2024T18:36:05.493.png,CO,16,63,3253
3780,Colorado Rush - form...,Colorado Rush - formerly B-Elite DEN,Denver,https://s3.amazonaws.com/images.totalglobalsports.com/PlayerForm/Kiera_Hanna_3d38e554cd3c479ca30d6a904570c8ab_Blue_Logo_.png,CO,16,63,0
