team,wins,losses,ties,matches_played,goals_for,goals_against,goal_differential,goals_per_match,points,wp,owp,oowp,rpi,event_name,record
Mississippi Rush United ECNL B08,1,2,0,3,2,6,-4,0.67,3,0.33,0.75,0.33,0.54,ECNL Boys Mid-America 2024-25,1-2-0
El Camino Futbol Club Salinas ECNL B08,0,0,2,2,4,4,0,2.0,2,0.0,1.0,0.12,0.53,ECNL Boys Northern Cal 2024-25,0-0-2
Lonestar SC Red ECNL B08,1,0,1,2,2,1,1,1.0,4,0.5,0.5,0.58,0.52,ECNL Boys Texas 2024-25,1-0-1
CESA Triumph ECNL B08,3,0,1,4,13,4,9,3.25,10,0.75,0.25,0.77,0.51,ECNL Boys Southeast 2024-25,3-0-1
FC Dallas White ECNL B08,1,2,0,3,4,5,-1,1.33,3,0.33,0.5,0.69,0.51,ECNL Boys Texas 2024-25,1-2-0
XF ECNL B08,1,0,0,1,4,0,4,4.0,3,1.0,0.0,1.0,0.5,ECNL Boys Northwest 2024-25,1-0-0
Florida Elite ECNL B08,3,1,0,4,15,5,10,3.75,9,0.75,0.17,0.87,0.49,ECNL Boys Florida 2024-25,3-1-0
NTH-NASA ECNL B08,4,0,0,4,9,2,7,2.25,12,1.0,0.21,0.53,0.49,ECNL Boys Southeast 2024-25,4-0-0
Solar SC Academy ECNL B08,1,0,2,3,4,1,3,1.33,5,0.33,0.5,0.65,0.49,ECNL Boys Texas 2024-25,1-0-2
Space Coast United ECNL B08,1,2,2,5,6,6,0,1.2,5,0.2,0.5,0.75,0.49,ECNL Boys Florida 2024-25,1-2-2
Germantown Legends ECNL B08,2,1,0,3,7,5,2,2.33,6,0.67,0.5,0.25,0.48,ECNL Boys Mid-America 2024-25,2-1-0
Mustang SC ECNL B08,1,0,1,2,8,0,8,4.0,4,0.5,0.25,0.92,0.48,ECNL Boys Northern Cal 2024-25,1-0-1
Davis Legacy ECNL B08,1,1,0,2,4,5,-1,2.0,3,0.5,0.5,0.38,0.47,ECNL Boys Northern Cal 2024-25,1-1-0
FC Westlake ECNL B08,0,1,1,2,0,3,-3,0.0,1,0.0,0.75,0.38,0.47,ECNL Boys Texas 2024-25,0-1-1
Palm Beach Gardens ECNL B08,0,2,0,2,1,11,-10,0.5,0,0.0,0.75,0.34,0.46,ECNL Boys Florida 2024-25,0-2-0
United Futbol Academy ECNL B08,1,3,0,4,5,10,-5,1.25,3,0.25,0.67,0.26,0.46,ECNL Boys Southeast 2024-25,1-3-0
Chattanooga Red Wolves SC ECNL B08,1,0,2,3,6,2,4,2.0,5,0.33,0.44,0.56,0.44,ECNL Boys Mid-America 2024-25,1-0-2
Alabama FC ECNL B08,1,2,1,4,10,7,3,2.5,4,0.25,0.5,0.48,0.43,ECNL Boys Mid-America 2024-25,1-2-1
FC Alliance ECNL B08,1,1,1,3,1,1,0,0.33,4,0.33,0.42,0.56,0.43,ECNL Boys Mid-America 2024-25,1-1-1
1974 Newark FC ECNL B08,0,3,0,3,0,12,-12,0.0,0,0.0,0.83,0.0,0.41,ECNL Boys Northern Cal 2024-25,0-3-0
Association FC ECNL B08,2,0,0,2,6,3,3,3.0,6,1.0,-0.25,1.12,0.41,ECNL Boys Northern Cal 2024-25,2-0-0
HTX ECNL B08,0,0,2,2,1,1,0,0.5,2,0.0,0.62,0.38,0.41,ECNL Boys Texas 2024-25,0-0-2
River Island Surf ECNL B08,0,1,1,2,1,3,-2,0.5,1,0.0,0.75,0.12,0.41,ECNL Boys Northern Cal 2024-25,0-1-1
GSA ECNL B08,0,3,2,5,4,12,-8,0.8,2,0.0,0.65,0.28,0.4,ECNL Boys Southeast 2024-25,0-3-2
San Antonio City SC ECNL B08,0,0,3,3,1,1,0,0.33,3,0.0,0.58,0.45,0.4,ECNL Boys Texas 2024-25,0-0-3
South Carolina United ECNL B08,2,1,1,4,6,3,3,1.5,7,0.5,0.16,0.77,0.4,ECNL Boys Southeast 2024-25,2-1-1
Tennessee SC ECNL B08,3,1,0,4,8,3,5,2.0,9,0.75,0.12,0.58,0.39,ECNL Boys Mid-America 2024-25,3-1-0
MVLA ECNL B08,1,0,1,2,6,2,4,3.0,4,0.5,0.25,0.5,0.38,ECNL Boys Northern Cal 2024-25,1-0-1
SAFC ECNL B08,0,1,2,3,0,4,-4,0.0,2,0.0,0.5,0.53,0.38,ECNL Boys Texas 2024-25,0-1-2
SC Surf ECNL B08,1,1,1,3,7,7,0,2.33,4,0.33,0.39,0.42,0.38,ECNL Boys Southeast 2024-25,1-1-1
Santa Rosa United ECNL B08,0,0,2,2,1,1,0,0.5,2,0.0,0.5,0.5,0.38,ECNL Boys Northern Cal 2024-25,0-0-2
Lobos Rush ECNL B08,0,2,0,2,1,11,-10,0.5,0,0.0,0.58,0.31,0.37,ECNL Boys Mid-America 2024-25,0-2-0
Tulsa SC ECNL B08,1,2,0,3,2,4,-2,0.67,3,0.33,0.25,0.58,0.35,ECNL Boys Texas 2024-25,1-2-0
COSC ECNL B08,0,1,1,2,1,4,-3,0.5,1,0.0,0.5,0.38,0.34,ECNL Boys Northern Cal 2024-25,0-1-1
Albion Hurricanes ECNL B08,0,0,3,3,3,3,0,1.0,3,0.0,0.42,0.5,0.33,ECNL Boys Texas 2024-25,0-0-3
RISE SC ECNL B08,0,0,3,3,3,3,0,1.0,3,0.0,0.42,0.5,0.33,ECNL Boys Texas 2024-25,0-0-3
Atlanta Fire United ECNL B08,0,2,2,4,5,7,-2,1.25,2,0.0,0.41,0.48,0.32,ECNL Boys Southeast 2024-25,0-2-2
Dallas Texans Academy ECNL B08,1,0,0,1,2,1,1,2.0,3,1.0,0.0,0.25,0.31,ECNL Boys Texas 2024-25,1-0-0
Sporting Nebraska FC ECNL B08,1,1,0,2,7,4,3,3.5,3,0.5,0.0,0.75,0.31,ECNL Boys Heartland 2024-25,1-1-0
Solar SC ECNL B08,0,0,2,2,1,1,0,0.5,2,0.0,0.25,0.69,0.3,ECNL Boys Texas 2024-25,0-0-2
San Juan SC ECNL B08,1,1,0,2,3,4,-1,1.5,3,0.5,0.25,0.16,0.29,ECNL Boys Northern Cal 2024-25,1-1-0
Marin FC ECNL B08,1,0,1,2,6,4,2,3.0,4,0.5,0.0,0.62,0.28,ECNL Boys Northern Cal 2024-25,1-0-1
NVA ECNL B08,1,0,0,1,3,2,1,3.0,3,1.0,0.0,0.0,0.25,ECNL Boys Mid-Atlantic 2024-25,1-0-0
Rebels SC ECNL B08,1,0,0,1,3,2,1,3.0,3,1.0,0.0,0.0,0.25,ECNL Boys Southwest 2024-25,1-0-0
Richmond United ECNL B08,1,0,0,1,5,2,3,5.0,3,1.0,0.0,0.0,0.25,ECNL Boys Mid-Atlantic 2024-25,1-0-0
Seattle United ECNL B08,1,0,0,1,3,2,1,3.0,3,1.0,0.0,0.0,0.25,ECNL Boys Northwest 2024-25,1-0-0
Placer United ECNL B08,3,0,0,3,11,1,10,3.67,9,1.0,-0.5,0.86,0.21,ECNL Boys Northern Cal 2024-25,3-0-0
Gretna Elite Academy ECNL B08,2,0,0,2,8,4,4,4.0,6,1.0,-0.5,0.75,0.19,ECNL Boys Heartland 2024-25,2-0-0
Santa Clara Sporting ECNL B08,0,1,1,2,1,3,-2,0.5,1,0.0,0.25,0.25,0.19,ECNL Boys Northern Cal 2024-25,0-1-1
Sporting Iowa ECNL B08,0,2,0,2,2,10,-8,1.0,0,0.0,0.5,-0.25,0.19,ECNL Boys Heartland 2024-25,0-2-0
Beach FC (VA) ECNL B08,0,1,0,1,2,3,-1,2.0,0,0.0,0.0,0.0,0.0,ECNL Boys Mid-Atlantic 2024-25,0-1-0
Beach FC ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Southwest 2024-25,0-0-1
Eastside FC ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Northwest 2024-25,0-0-1
LA Breakers FC ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Southwest 2024-25,0-0-1
LV Heat Surf ECNL B08,0,1,0,1,2,3,-1,2.0,0,0.0,0.0,0.0,0.0,ECNL Boys Southwest 2024-25,0-1-0
Legends FC San Diego ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Southwest 2024-25,0-0-1
PacNW SC ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Northwest 2024-25,0-0-1
Pateadores ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Southwest 2024-25,0-0-1
San Diego Surf ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Southwest 2024-25,0-0-1
Skyline Elite ECNL B08,0,1,0,1,2,5,-3,2.0,0,0.0,0.0,0.0,0.0,ECNL Boys Mid-Atlantic 2024-25,0-1-0
Slammers FC ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Southwest 2024-25,0-0-1
Sporting California USA ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Southwest 2024-25,0-0-1
West Coast FC ECNL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Boys Southwest 2024-25,0-0-1
XF ECNL Academy B08,0,1,0,1,2,3,-1,2.0,0,0.0,0.0,0.0,0.0,ECNL Boys Northwest 2024-25,0-1-0
