match_id,home_team,home_team_id,home_team_club_id,away_team,away_team_id,away_team_club_id,home_score,away_score,date
685579,Placer United ECNL B09,59933,3054,1974 Newark FC ECNL B09,80778,4342,5,1,2024-08-18
685503,San Juan SC ECNL B09,60204,88,1974 Newark FC ECNL B09,80778,4342,8,3,2024-08-25
685511,1974 Newark FC ECNL B09,80778,4342,Mustang SC ECNL B09,34009,69,1,6,2024-09-07
699988,Germantown Legends ECNL B09,83080,3589,Alabama FC ECNL B09,58878,18,0,0,2024-08-24
700012,Lobos Rush ECNL B09,82591,2235,Alabama FC ECNL B09,58878,18,0,5,2024-08-25
700018,Alabama FC ECNL B09,58878,18,Chattanooga Red Wolves SC ECNL B09,96250,3232,4,1,2024-09-07
700036,Alabama FC ECNL B09,58878,18,FC Alliance ECNL B09,58716,1693,4,3,2024-09-08
687488,Albion Hurricanes ECNL B09,48116,10,SAFC ECNL B09,81512,4304,0,0,2024-08-31
687542,Albion Hurricanes ECNL B09,48116,10,San Antonio City SC ECNL B09,59860,2519,0,0,2024-09-01
687584,Albion Hurricanes ECNL B09,48116,10,RISE SC ECNL B09,80423,1772,1,0,2024-09-08
685483,Association FC ECNL B09,80633,3065,River Island Surf ECNL B09,71302,2955,3,1,2024-08-24
685531,San Francisco Elite Academy ECNL B09,80575,1040,Association FC ECNL B09,80633,3065,0,1,2024-09-07
670679,NTH-NASA ECNL B09,52302,329,Atlanta Fire United ECNL B09,60031,14,1,0,2024-08-18
670775,United Futbol Academy ECNL B09,59529,3407,Atlanta Fire United ECNL B09,60031,14,1,0,2024-08-24
670643,GSA ECNL B09,52310,56,Atlanta Fire United ECNL B09,60031,14,3,2,2024-08-25
670519,Atlanta Fire United ECNL B09,60031,14,SC Surf ECNL B09,52307,3644,2,3,2024-09-08
688724,Beach FC ECNL B09,60060,16,Sporting California USA ECNL B09,59931,13,0,0,2024-09-07
704568,Beach FC (VA) ECNL B09,67854,628,NVA ECNL B09,54843,4369,2,0,2024-09-07
687494,BVBIA ECNL B09,56481,1771,OK Energy FC ECNL B09,59604,2133,5,4,2024-08-31
687536,BVBIA ECNL B09,56481,1771,Tulsa SC ECNL B09,30648,106,3,0,2024-09-01
687608,FC Dallas White ECNL B09,48488,47,BVBIA ECNL B09,56481,1771,2,2,2024-09-08
