match_id,home_team,home_team_id,home_team_club_id,away_team,away_team_id,away_team_club_id,home_score,away_score,date
637745,COSC RL G10,64375,1470,1974 Newark FC RL G10,89701,4342,11,2,2024-08-18
637725,1974 Newark FC RL G10,89701,4342,Solano Surf SC RL G10,93668,2773,3,3,2024-08-25
703870,AHFC Central USC TX RL G10,64558,10,210 FC USC TX RL G10,94818,3603,6,0,2024-09-08
659458,Sporting Iowa ECNL RL G10,69511,3483,AFA Fillies ECNL RL G10,78931,4318,1,3,2024-08-25
660763,CESA Liberty ECNL RL G10,69010,380,Alabama FC ECNL RL G10,69024,18,1,1,2024-08-24
660779,South Carolina United ECNL RL G10,69856,1689,Alabama FC ECNL RL G10,69024,18,0,0,2024-08-25
660787,Alabama FC ECNL RL G10,69024,18,GSA ECNL RL G10,68925,56,2,4,2024-08-31
660811,Alabama FC ECNL RL G10,69024,18,Concorde Fire Platinum ECNL RL G10,68803,30,2,1,2024-09-01
669485,Albion Hurricanes FC ECNL RL G10,69223,10,Lonestar SC ECNL RL G10,95118,62,0,0,2024-08-31
669484,Albion Hurricanes FC ECNL RL G10,69223,10,FC Westlake ECNL RL G10,80178,3234,2,0,2024-09-01
658394,Arkansas Comets FC ECNL RL G10,90158,3585,FC Wichita ECNL RL G10,69817,3486,1,4,2024-08-24
658418,Arkansas Comets FC ECNL RL G10,90158,3585,Blitz Academy FC ECNL RL G10,95161,3620,0,0,2024-08-31
658422,Arkansas Comets FC ECNL RL G10,90158,3585,NEOFC ECNL RL G10,95104,3588,3,0,2024-09-01
658430,Arkansas Comets FC ECNL RL G10,90158,3585,West Side Alliance OKC ECNL RL G10,78757,3587,5,2,2024-09-07
658442,Arkansas Comets FC ECNL RL G10,90158,3585,Oklahoma Cosmos ECNL RL G10,52182,2250,1,2,2024-09-08
669588,Dallas Texans ECNL RL G10,69270,37,Arkansas Rising ECNL RL G10,53535,3594,0,7,2024-08-24
669531,FC Dallas ECNL RL G10,82106,47,Arkansas Rising ECNL RL G10,53535,3594,0,6,2024-08-25
676905,Arlington Soccer ECNL RL G10,82218,525,Strikers ECNL RL G10,47068,83,2,1,2024-08-25
676918,Stafford Revolution ECNL RL G10,48027,636,Arlington Soccer ECNL RL G10,82218,525,0,4,2024-09-08
701093,Colorado Rapids South ECNL RL G10,82408,29,Arsenal Colorado ECNL RL G10,74951,2232,1,1,2024-08-24
701109,Arsenal Colorado ECNL RL G10,74951,2232,Real Colorado Olympico ECNL RL G10,81507,81,0,0,2024-09-07
660755,Concorde Fire Platinum ECNL RL G10,68803,30,Atlanta Fire United ECNL RL G10,67129,14,0,1,2024-08-24
660771,GSA ECNL RL G10,68925,56,Atlanta Fire United ECNL RL G10,67129,14,3,0,2024-08-25
660795,South Carolina United ECNL RL G10,69856,1689,Atlanta Fire United ECNL RL G10,67129,14,4,1,2024-08-31
660803,CESA Liberty ECNL RL G10,69010,380,Atlanta Fire United ECNL RL G10,67129,14,1,1,2024-09-01
668992,Beach FC ECNL RL G10,58945,16,Legends FC San Diego ECNL RL G10,64592,39,0,0,2024-09-08
676903,FC Richmond ECNL RL G10,69473,627,Beach FC (VA) ECNL RL G10,67860,628,0,2,2024-08-25
676911,Beach FC (VA) ECNL RL G10,67860,628,Richmond Kickers ECNL RL G10,36834,633,0,3,2024-09-08
658406,NEOFC ECNL RL G10,95104,3588,Blitz Academy FC ECNL RL G10,95161,3620,0,4,2024-08-25
658426,Sporting Springfield ECNL RL G10,85359,3584,Blitz Academy FC ECNL RL G10,95161,3620,4,2,2024-09-01
676909,BRYC Elite Academy ECNL RL G10,65666,357,Great Falls Reston Soccer Club ECNL RL G10,48015,1288,1,4,2024-08-25
676915,BRYC Elite Academy ECNL RL G10,65666,357,Vienna Youth Soccer ECNL RL G10,47071,528,0,7,2024-09-08
682093,FC Dallas Blue ECNL RL NTX G10,59277,47,BVBIA ECNL RL NTX G10,96875,1771,1,1,2024-08-18
682187,Sting 73 ECNL RL NTX G10,59601,36,BVBIA ECNL RL NTX G10,96875,1771,1,3,2024-09-07
682213,Dallas Texans ECNL RL NTX G10,69159,37,BVBIA ECNL RL NTX G10,96875,1771,6,4,2024-09-08
637726,COSC RL G10,64375,1470,WSC Crush RL G10,93745,2667,4,1,2024-08-24
637730,MVLA RL G10,24895,294,COSC RL G10,64375,1470,1,4,2024-09-07
643037,Cape Coral Cyclones ECNL RL G10,94400,3390,FL Premier FC SWFL ECNL RL G10,50556,2731,1,0,2024-08-17
