team,wins,losses,ties,matches_played,goals_for,goals_against,goal_differential,goals_per_match,points,wp,owp,oowp,rpi,event_name,record
Colorado Rush ECNL RL G09,2,2,0,4,10,7,3,2.5,6,0.5,0.38,0.6,0.46,ECNL Regional League Girls Mountain 2024-25,2-2-0
Fever United FC ECNL RL NTX G09,1,2,0,3,3,12,-9,1.0,3,0.33,0.53,0.44,0.46,ECNL Regional League Girls North Texas 2024-25,1-2-0
CESA Liberty ECNL RL G09,3,0,1,4,12,2,10,3.0,10,0.75,0.23,0.6,0.45,ECNL Regional League Girls Southeast 2024-25,3-0-1
FL Premier FC SWFL ECNL RL G09,1,2,0,3,6,8,-2,2.0,3,0.33,0.67,0.11,0.45,ECNL Regional League Girls Florida 2024-25,1-2-0
United Futbol Academy ECNL RL G09,1,1,2,4,4,3,1,1.0,5,0.25,0.6,0.33,0.45,ECNL Regional League Girls Southeast 2024-25,1-1-2
Michigan Hawks ECNL RL G09,0,1,0,1,0,2,-2,0.0,0,0.0,1.0,-0.25,0.44,ECNL Regional League Girls Heartland 2024-25,0-1-0
South Carolina United ECNL RL G09,2,1,1,4,10,4,6,2.5,7,0.5,0.33,0.6,0.44,ECNL Regional League Girls Southeast 2024-25,2-1-1
Cape Coral Cyclones ECNL RL G09,0,3,0,3,4,18,-14,1.33,0,0.0,0.83,0.06,0.43,ECNL Regional League Girls Florida 2024-25,0-3-0
Concorde Fire Platinum ECNL RL G09,2,1,1,4,9,3,6,2.25,7,0.5,0.31,0.6,0.43,ECNL Regional League Girls Southeast 2024-25,2-1-1
FC Dallas White ECNL RL NTX G09,2,2,0,4,4,6,-2,1.0,6,0.5,0.42,0.4,0.43,ECNL Regional League Girls North Texas 2024-25,2-2-0
SOLAR WHITE ECNL RL NTX G09,2,1,0,3,6,5,1,2.0,6,0.67,0.17,0.68,0.42,ECNL Regional League Girls Texas 2024-25,2-1-0
FC Richmond ECNL RL G09,0,1,1,2,1,4,-3,0.5,1,0.0,0.75,0.12,0.41,ECNL Regional League Girls Virginia 2024-25,0-1-1
Kansas City Athletics ECNL RL G09,0,0,1,1,2,2,0,2.0,1,0.0,0.75,0.14,0.41,ECNL Regional League Girls Heartland 2024-25,0-0-1
Sporting Blue Valley ECNL RL G09,0,0,1,1,1,1,0,1.0,1,0.0,0.75,0.14,0.41,ECNL Regional League Girls Heartland 2024-25,0-0-1
Sting One ECNL RL NTX G09,2,2,1,5,6,7,-1,1.2,7,0.4,0.37,0.48,0.41,ECNL Regional League Girls North Texas 2024-25,2-2-1
BVBIA ECNL RL NTX G09,1,2,1,4,5,14,-9,1.25,4,0.25,0.46,0.45,0.4,ECNL Regional League Girls North Texas 2024-25,1-2-1
AFA Fillies ECNL RL G09,1,0,0,1,2,0,2,2.0,3,1.0,0.0,0.56,0.39,ECNL Regional League Girls Heartland 2024-25,1-0-0
Liverpool FC Michigan ECNL RL G09,2,1,0,3,3,6,-3,1.0,6,0.67,0.08,0.72,0.39,ECNL Regional League Girls Heartland 2024-25,2-1-0
Missouri Rush ECNL RL G09,1,0,0,1,3,0,3,3.0,3,1.0,0.0,0.56,0.39,ECNL Regional League Girls Heartland 2024-25,1-0-0
Arsenal Colorado ECNL RL G09,0,2,0,2,1,7,-6,0.5,0,0.0,0.62,0.28,0.38,ECNL Regional League Girls Mountain 2024-25,0-2-0
FC Dallas Blue ECNL RL NTX G09,0,2,2,4,1,5,-4,0.25,2,0.0,0.6,0.3,0.38,ECNL Regional League Girls North Texas 2024-25,0-2-2
Lonestar SC ECNL RL G09,0,0,1,1,0,0,0,0.0,1,0.0,1.0,-0.5,0.38,ECNL Regional League Girls USC Texas 2024-25,0-0-1
Sting Brave ECNL RL NTX G09,0,4,0,4,3,10,-7,0.75,0,0.0,0.51,0.49,0.38,ECNL Regional League Girls North Texas 2024-25,0-4-0
GSA ECNL RL G09,0,2,1,3,0,4,-4,0.0,1,0.0,0.44,0.58,0.36,ECNL Regional League Girls Southeast 2024-25,0-2-1
Reno APEX SC RL G09,2,0,2,4,4,0,4,1.0,8,0.5,0.29,0.38,0.36,ECNL Regional League Girls NorCal 2024-25,2-0-2
Concorde Fire Premier ECNL RL G09,0,3,1,4,0,17,-17,0.0,1,0.0,0.54,0.33,0.35,ECNL Regional League Girls Southeast 2024-25,0-3-1
Florida Elite ECNL RL G09,0,1,1,2,1,4,-3,0.5,1,0.0,0.67,0.06,0.35,ECNL Regional League Girls Florida 2024-25,0-1-1
Jacksonville FC ECNL RL G09,1,1,0,2,3,1,2,1.5,3,0.5,0.42,0.06,0.35,ECNL Regional League Girls Florida 2024-25,1-1-0
SLSG Illinois ECNL RL G09,0,0,2,2,2,2,0,1.0,2,0.0,0.46,0.47,0.35,ECNL Regional League Girls Heartland 2024-25,0-0-2
Coastal Premier West USC TX RL G09,0,1,1,2,0,2,-2,0.0,1,0.0,0.5,0.38,0.34,ECNL Regional League Girls USC Texas 2024-25,0-1-1
FC Westlake USC TX RL G09,0,2,0,2,0,2,-2,0.0,0,0.0,1.0,-0.62,0.34,ECNL Regional League Girls Texas 2024-25,0-2-0
San Juan South RL G09,2,0,2,4,4,0,4,1.0,8,0.5,0.17,0.53,0.34,ECNL Regional League Girls NorCal 2024-25,2-0-2
Nationals SC ECNL RL G09,2,0,0,2,7,0,7,3.5,6,1.0,-0.25,0.83,0.33,ECNL Regional League Girls Heartland 2024-25,2-0-0
Sting Nebraska ECNL RL G09,2,1,1,4,16,7,9,4.0,7,0.5,0.2,0.42,0.33,ECNL Regional League Girls Heartland 2024-25,2-1-1
Eclipse Select SC ECNL RL G09,0,2,1,3,1,7,-6,0.33,1,0.0,0.67,-0.06,0.32,ECNL Regional League Girls Heartland 2024-25,0-2-1
FC United Iowa ECNL RL G09,2,0,3,5,9,6,3,1.8,9,0.4,0.14,0.6,0.32,ECNL Regional League Girls Heartland 2024-25,2-0-3
LMVSC - RL G09,0,1,1,2,1,6,-5,0.5,1,0.0,0.5,0.25,0.31,ECNL Regional League Girls Virginia 2024-25,0-1-1
Midwest United FC ECNL RL G09,1,0,1,2,2,1,1,1.0,4,0.5,0.0,0.75,0.31,ECNL Regional League Girls Heartland 2024-25,1-0-1
Sunrise Surf  - ECNL RL G09,2,0,0,2,15,4,11,7.5,6,1.0,-0.25,0.75,0.31,ECNL Regional League Girls Florida 2024-25,2-0-0
Team Boca Soccer - ECNL RL G09,2,0,0,2,6,1,5,3.0,6,1.0,-0.25,0.75,0.31,ECNL Regional League Girls Florida 2024-25,2-0-0
Sporting Iowa ECNL RL G09,0,4,0,4,3,15,-12,0.75,0,0.0,0.56,0.09,0.3,ECNL Regional League Girls Heartland 2024-25,0-4-0
Colorado Rapids South ECNL RL G09,1,0,1,2,4,0,4,2.0,4,0.5,0.0,0.65,0.29,ECNL Regional League Girls Mountain 2024-25,1-0-1
210 FC USC TX RL G09,0,2,0,2,1,8,-7,0.5,0,0.0,1.0,-0.88,0.28,ECNL Regional League Girls USC Texas 2024-25,0-2-0
FC Wisconsin ECNL RL G09,0,2,0,2,1,3,-2,0.5,0,0.0,0.5,0.04,0.26,ECNL Regional League Girls Heartland 2024-25,0-2-0
Walnut Creek Surf RL G09,0,1,1,2,1,2,-1,0.5,1,0.0,0.25,0.53,0.26,ECNL Regional League Girls NorCal 2024-25,0-1-1
Charlotte Independence ECNL RL G09,1,0,0,1,4,2,2,4.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Carolinas 2024-25,1-0-0
Charlotte Independence South RL G09,1,0,0,1,1,0,1,1.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Carolinas 2024-25,1-0-0
Charlotte SA Blue ECNL RL G09,1,0,0,1,3,2,1,3.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Carolinas 2024-25,1-0-0
Classics Elite ECNL RL G09,0,2,0,2,1,5,-4,0.5,0,0.0,1.0,-1.0,0.25,ECNL Regional League Girls Texas 2024-25,0-2-0
Dynamos USC TX RL G09,0,0,1,1,0,0,0,0.0,1,0.0,0.5,0.0,0.25,ECNL Regional League Girls USC Texas 2024-25,0-0-1
Evolution SC Mercurial ECNL RL G09,0,0,1,1,0,0,0,0.0,1,0.0,0.5,0.0,0.25,ECNL Regional League Girls Heartland 2024-25,0-0-1
LA Breakers FC ECNL RL G09,1,0,0,1,1,0,1,1.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Southwest 2024-25,1-0-0
LV Heat Surf ECNL RL G09,1,0,0,1,8,0,8,8.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Southwest 2024-25,1-0-0
NCFC Youth Elite ECNL RL G09,1,0,0,1,3,0,3,3.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Carolinas 2024-25,1-0-0
NCFC Youth Premier ECNL RL G09,1,0,0,1,2,1,1,2.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Carolinas 2024-25,1-0-0
RISE SC USC TX RL G09,0,1,0,1,0,3,-3,0.0,0,0.0,1.0,-1.0,0.25,ECNL Regional League Girls USC Texas 2024-25,0-1-0
SFFA -  ECNL RL G09,1,0,0,1,2,1,1,2.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Florida 2024-25,1-0-0
So Cal Blues ECNL RL G09,1,0,0,1,2,1,1,2.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Southwest 2024-25,1-0-0
Sting Austin ECNL RL G09,0,2,0,2,4,10,-6,2.0,0,0.0,1.0,-1.0,0.25,ECNL Regional League Girls USC Texas 2024-25,0-2-0
West Side Alliance Tulsa ECNL RL G09,0,0,1,1,1,1,0,1.0,1,0.0,0.0,1.0,0.25,ECNL Regional League Girls Texas 2024-25,0-0-1
De Anza Force - Force 09G ECNL RL,0,1,1,2,1,3,-2,0.5,1,0.0,0.33,0.27,0.23,ECNL Regional League Girls NorCal 2024-25,0-1-1
NTX Celtic FC ECNL RL NTX G09,2,2,0,4,6,4,2,1.5,6,0.5,-0.07,0.58,0.23,ECNL Regional League Girls North Texas 2024-25,2-2-0
Arkansas Rising ECNL RL G09,0,1,1,2,1,2,-1,0.5,1,0.0,0.0,0.88,0.22,ECNL Regional League Girls Texas 2024-25,0-1-1
LSC NTH USC TX RL G09,0,1,1,2,0,5,-5,0.0,1,0.0,0.25,0.38,0.22,ECNL Regional League Girls USC Texas 2024-25,0-1-1
LSC White USC TX RL G09,0,1,1,2,0,3,-3,0.0,1,0.0,0.5,-0.12,0.22,ECNL Regional League Girls USC Texas 2024-25,0-1-1
Virginia Valor FC ECNL RL G09,0,1,1,2,1,2,-1,0.5,1,0.0,0.5,-0.12,0.22,ECNL Regional League Girls Virginia 2024-25,0-1-1
FC Westlake ECNL RL G09,0,1,1,2,1,2,-1,0.5,1,0.0,0.5,-0.25,0.19,ECNL Regional League Girls Texas 2024-25,0-1-1
SOCA Elite - ECNL RL09G,0,1,1,2,1,2,-1,0.5,1,0.0,0.0,0.75,0.19,ECNL Regional League Girls Virginia 2024-25,0-1-1
Chicago Inter Soccer ECNL RL G09,0,0,2,2,0,0,0,0.0,2,0.0,0.0,0.58,0.14,ECNL Regional League Girls Heartland 2024-25,0-0-2
Space Coast United - ECNL RL G09,0,1,1,2,0,3,-3,0.0,1,0.0,0.0,0.55,0.14,ECNL Regional League Girls Florida 2024-25,0-1-1
Challenge SC ECNL RL G09,0,0,1,1,1,1,0,1.0,1,0.0,0.0,0.5,0.12,ECNL Regional League Girls USC Texas 2024-25,0-0-1
DCSC ECNL RL Metros G09,0,2,0,2,0,13,-13,0.0,0,0.0,0.5,-0.62,0.1,ECNL Regional League Girls Virginia 2024-25,0-2-0
HFC USC TX RL G09,0,0,2,2,0,0,0,0.0,2,0.0,0.0,0.38,0.1,ECNL Regional League Girls USC Texas 2024-25,0-0-2
AHFC East USC TX RL G09,2,0,0,2,8,1,7,4.0,6,1.0,-0.75,0.75,0.06,ECNL Regional League Girls Texas 2024-25,2-0-0
Albion Hurricanes FC ECNL RL G09,1,0,1,2,1,0,1,0.5,4,0.5,-0.5,0.75,0.06,ECNL Regional League Girls Texas 2024-25,1-0-1
PWSI Courage RL G09,1,1,0,2,6,3,3,3.0,3,0.5,-0.5,0.75,0.06,ECNL Regional League Girls Virginia 2024-25,1-1-0
AHFC West USC TX RL G09,2,0,0,2,6,0,6,3.0,6,1.0,-1.0,1.0,0.0,ECNL Regional League Girls Texas 2024-25,2-0-0
Beach FC ECNL RL G09,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
Highland FC ECNL RL G09,0,2,0,2,2,4,-2,1.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Carolinas 2024-25,0-2-0
Lake Travis USC TX RL G09,1,0,0,1,1,0,1,1.0,3,1.0,-1.0,1.0,0.0,ECNL Regional League Girls USC Texas 2024-25,1-0-0
Legends FC ECNL RL G09,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
Legends FC San Diego ECNL RL G09,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
NC Fusion ECNL RL G09,0,1,0,1,2,4,-2,2.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Carolinas 2024-25,0-1-0
OK Energy FC ECNL RL G09,2,0,0,2,6,4,2,3.0,6,1.0,-1.0,1.0,0.0,ECNL Regional League Girls Texas 2024-25,2-0-0
Oklahoma Celtic ECNL RL G09,2,0,0,2,9,1,8,4.5,6,1.0,-1.0,1.0,0.0,ECNL Regional League Girls Texas 2024-25,2-0-0
Pateadores ECNL RL G09,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
Rebels SC ECNL RL G09,0,1,0,1,0,8,-8,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-1-0
SLAMMERS FC ECNL RL G09,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
San Diego Surf ECNL RL G09,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
Slammers FC HB Koge ECNL RL G09,0,1,0,1,0,1,-1,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-1-0
Sporting California USA ECNL RL G09,0,1,0,1,1,2,-1,1.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-1-0
VSA ECNL RL G09,2,0,0,2,8,0,8,4.0,6,1.0,-0.75,0.5,0.0,ECNL Regional League Girls Virginia 2024-25,2-0-0
Wellington ECNL RL G09,0,1,0,1,1,2,-1,1.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Florida 2024-25,0-1-0
Wilmington Hammerheads ECNL RL G09,0,2,0,2,1,5,-4,0.5,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Carolinas 2024-25,0-2-0
