team,wins,losses,ties,matches_played,goals_for,goals_against,goal_differential,goals_per_match,points,wp,owp,oowp,rpi,event_name,record
FL Premier FC SWFL ECNL RL G10,0,3,0,3,0,10,-10,0.0,0,0.0,0.67,0.0,0.34,ECNL Regional League Girls Florida 2024-25,0-3-0
Midwest United FC ECNL RL G10,1,1,0,2,3,4,-1,1.5,3,0.5,0.12,0.62,0.34,ECNL Regional League Girls Heartland 2024-25,1-1-0
NTX Celtic FC ECNL RL NTX G10,1,1,0,2,4,5,-1,2.0,3,0.5,0.5,-0.12,0.34,ECNL Regional League Girls North Texas 2024-25,1-1-0
Sting Brave ECNL RL NTX G10,0,1,1,2,0,2,-2,0.0,1,0.0,0.5,0.38,0.34,ECNL Regional League Girls North Texas 2024-25,0-1-1
FC United Iowa ECNL RL G10,4,0,1,5,14,7,7,2.8,13,0.8,-0.28,1.06,0.33,ECNL Regional League Girls Heartland 2024-25,4-0-1
Liverpool FC IA Michigan ECNL RL G10,2,1,0,3,2,5,-3,0.67,6,0.67,0.0,0.58,0.31,ECNL Regional League Girls Heartland 2024-25,2-1-0
Nationals SC ECNL RL G10,2,0,0,2,9,2,7,4.5,6,1.0,-0.25,0.75,0.31,ECNL Regional League Girls Heartland 2024-25,2-0-0
Oklahoma Celtic ECNL RL G10,1,1,0,2,7,6,1,3.5,3,0.5,0.0,0.75,0.31,ECNL Regional League Girls Texas 2024-25,1-1-0
Arsenal Colorado ECNL RL G10,0,0,2,2,1,1,0,0.5,2,0.0,0.38,0.39,0.29,ECNL Regional League Girls Mountain 2024-25,0-0-2
FC Dallas Blue ECNL RL NTX G10,1,0,1,2,3,1,2,1.5,4,0.5,0.25,0.12,0.28,ECNL Regional League Girls North Texas 2024-25,1-0-1
FC Richmond ECNL RL G10,0,2,0,2,1,4,-3,0.5,0,0.0,0.5,0.12,0.28,ECNL Regional League Girls Virginia 2024-25,0-2-0
Virginia United RL G10,1,0,1,2,2,1,1,1.0,4,0.5,0.0,0.62,0.28,ECNL Regional League Girls Virginia 2024-25,1-0-1
Colorado Rapids South ECNL RL G10,0,1,1,2,1,3,-2,0.5,1,0.0,0.5,0.07,0.27,ECNL Regional League Girls Mountain 2024-25,0-1-1
Dallas Surf ECNL RL NTX G10,2,0,0,2,7,2,5,3.5,6,1.0,-0.5,1.06,0.27,ECNL Regional League Girls North Texas 2024-25,2-0-0
Sporting Iowa ECNL RL G10,0,4,0,4,5,11,-6,1.25,0,0.0,0.44,0.21,0.27,ECNL Regional League Girls Heartland 2024-25,0-4-0
Sunrise Surf - ECNL RL G10,2,0,0,2,11,0,11,5.5,6,1.0,-0.25,0.58,0.27,ECNL Regional League Girls Florida 2024-25,2-0-0
Team Boca Soccer - ECNL RL G10,2,0,0,2,7,0,7,3.5,6,1.0,-0.25,0.58,0.27,ECNL Regional League Girls Florida 2024-25,2-0-0
Tulsa SC ECNL RL G10,0,2,0,2,1,11,-10,0.5,0,0.0,0.5,0.04,0.26,ECNL Regional League Girls Frontier 2024-25,0-2-0
AHFC Central USC TX RL G10,1,0,0,1,6,0,6,6.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Texas 2024-25,1-0-0
CE STX USC TX RL G10,1,0,0,1,2,1,1,2.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls USC Texas 2024-25,1-0-0
Charlotte Independence ECNL RL G10,1,0,0,1,2,0,2,2.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Carolinas 2024-25,1-0-0
Eclipse Select SC ECNL RL G10,0,2,1,3,1,6,-5,0.33,1,0.0,0.5,0.0,0.25,ECNL Regional League Girls Heartland 2024-25,0-2-1
LV Heat Surf ECNL RL G10,1,0,0,1,2,0,2,2.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Southwest 2024-25,1-0-0
Renegades SC ECNL RL NTX G10,1,0,0,1,4,0,4,4.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls North Texas 2024-25,1-0-0
SFFA - ECNL RL G10,1,0,0,1,6,0,6,6.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Florida 2024-25,1-0-0
So Cal Blues ECNL RL G10,1,0,0,1,3,0,3,3.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Girls Southwest 2024-25,1-0-0
Sting One ECNL RL NTX G10,2,0,0,2,6,2,4,3.0,6,1.0,-0.25,0.5,0.25,ECNL Regional League Girls North Texas 2024-25,2-0-0
Florida Celtic Soccer Club ECNL RL G10,0,2,0,2,0,20,-20,0.0,0,0.0,0.5,-0.06,0.23,ECNL Regional League Girls Florida 2024-25,0-2-0
Chicago Inter Soccer ECNL RL G10,0,1,1,2,0,1,-1,0.0,1,0.0,0.25,0.38,0.22,ECNL Regional League Girls Heartland 2024-25,0-1-1
Colorado Rapids North ECNL RL G10,1,0,1,2,5,3,2,2.5,4,0.5,-0.25,0.78,0.2,ECNL Regional League Girls Mountain 2024-25,1-0-1
West Side Alliance OKC ECNL RL G10,1,2,0,3,6,9,-3,2.0,3,0.33,-0.04,0.55,0.2,ECNL Regional League Girls Texas 2024-25,1-2-0
Eagles SC ECNL RL G10,1,0,1,2,6,2,4,3.0,4,0.5,-0.25,0.75,0.19,ECNL Regional League Girls Southwest 2024-25,1-0-1
FC Westlake ECNL RL G10,0,1,1,2,0,2,-2,0.0,1,0.0,0.5,-0.25,0.19,ECNL Regional League Girls Texas 2024-25,0-1-1
LAFC So Cal ECNL RL G10,1,0,1,2,7,2,5,3.5,4,0.5,-0.25,0.75,0.19,ECNL Regional League Girls Southwest 2024-25,1-0-1
Los Gatos United RL G10,0,2,0,2,4,11,-7,2.0,0,0.0,0.5,-0.25,0.19,ECNL Regional League Girls NorCal 2024-25,0-2-0
OK Energy FC ECNL RL G10,2,0,0,2,9,4,5,4.5,6,1.0,-0.5,0.75,0.19,ECNL Regional League Girls Texas 2024-25,2-0-0
Renegades SC Navy ECNL RL NTX G10,1,1,0,2,3,3,0,1.5,3,0.5,0.0,0.25,0.19,ECNL Regional League Girls North Texas 2024-25,1-1-0
Sting Austin ECNL RL G10,0,2,0,2,6,12,-6,3.0,0,0.0,0.5,-0.25,0.19,ECNL Regional League Girls USC Texas 2024-25,0-2-0
Utah Royals FC AZ ECNL RL G10,0,2,0,2,0,9,-9,0.0,0,0.0,0.5,-0.25,0.19,ECNL Regional League Girls Southwest 2024-25,0-2-0
FL Premier FC - ECNL RL G10,1,1,0,2,8,7,1,4.0,3,0.5,0.0,0.19,0.17,ECNL Regional League Girls Florida 2024-25,1-1-0
FC Wisconsin ECNL RL G10,0,2,0,2,1,3,-2,0.5,0,0.0,0.25,0.06,0.14,ECNL Regional League Girls Heartland 2024-25,0-2-0
Challenge SC ECNL RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.5,0.12,ECNL Regional League Girls USC Texas 2024-25,0-0-1
DCSC ECNL RL Metros G10,0,2,0,2,0,14,-14,0.0,0,0.0,0.5,-0.5,0.12,ECNL Regional League Girls Virginia 2024-25,0-2-0
Georgetown Force USC TX RL G10,1,1,0,2,8,2,6,4.0,3,0.5,0.0,0.0,0.12,ECNL Regional League Girls USC Texas 2024-25,1-1-0
LMVSC - RL G10,0,2,0,2,2,7,-5,1.0,0,0.0,0.25,0.0,0.12,ECNL Regional League Girls Virginia 2024-25,0-2-0
Stanislaus United SC RL G10,1,0,0,1,3,1,2,3.0,3,1.0,-1.0,1.5,0.12,ECNL Regional League Girls NorCal 2024-25,1-0-0
Virginia Valor FC ECNL RL G10,1,1,0,2,6,4,2,3.0,3,0.5,0.0,-0.12,0.1,ECNL Regional League Girls Virginia 2024-25,1-1-0
Albion Hurricanes FC ECNL RL G10,1,0,1,2,2,0,2,1.0,4,0.5,-0.5,0.75,0.06,ECNL Regional League Girls Texas 2024-25,1-0-1
FC Dallas White ECNL RL NTX G10,0,1,1,2,2,3,-1,1.0,1,0.0,0.0,0.25,0.06,ECNL Regional League Girls North Texas 2024-25,0-1-1
Highland FC ECNL RL G10,0,1,1,2,2,3,-1,1.0,1,0.0,0.0,0.25,0.06,ECNL Regional League Girls Carolinas 2024-25,0-1-1
PWSI Courage RL G10,1,1,0,2,7,2,5,3.5,3,0.5,-0.5,0.75,0.06,ECNL Regional League Girls Virginia 2024-25,1-1-0
Solano Surf SC RL G10,1,0,1,2,9,4,5,4.5,4,0.5,-0.5,0.75,0.06,ECNL Regional League Girls NorCal 2024-25,1-0-1
VSA ECNL RL G10,2,0,0,2,10,1,9,5.0,6,1.0,-0.5,0.25,0.06,ECNL Regional League Girls Virginia 2024-25,2-0-0
Wilmington Hammerheads ECNL RL G10,0,1,1,2,1,2,-1,0.5,1,0.0,0.0,0.25,0.06,ECNL Regional League Girls Carolinas 2024-25,0-1-1
SOLAR BLUE ECNL RL NTX G10,1,1,0,2,4,2,2,2.0,3,0.5,-0.25,0.12,0.03,ECNL Regional League Girls Texas 2024-25,1-1-0
210 FC USC TX RL G10,0,1,0,1,0,6,-6,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls USC Texas 2024-25,0-1-0
AHFC East USC TX RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Texas 2024-25,0-0-1
AHFC West USC TX RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Texas 2024-25,0-0-1
Beach FC ECNL RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
Charlotte SA Blue ECNL RL G10,0,0,1,1,1,1,0,1.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Carolinas 2024-25,0-0-1
FC Dallas Red ECNL RL NTX G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls North Texas 2024-25,0-0-1
FC Westlake USC TX RL G10,1,1,0,2,2,2,0,1.0,3,0.5,-0.5,0.5,0.0,ECNL Regional League Girls Texas 2024-25,1-1-0
LA Breakers FC ECNL RL G10,0,0,1,1,2,2,0,2.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
LSC White USC TX RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls USC Texas 2024-25,0-0-1
Legends FC ECNL RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
Legends FC San Diego ECNL RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
NC Fusion ECNL RL G10,0,1,0,1,0,2,-2,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Carolinas 2024-25,0-1-0
NCFC Youth Premier ECNL RL G10,0,0,1,1,1,1,0,1.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Carolinas 2024-25,0-0-1
Pateadores ECNL RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
Rebels SC ECNL RL G10,0,1,0,1,0,2,-2,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-1-0
SLAMMERS FC ECNL RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
SOCA Elite - ECNL RL10G,1,1,0,2,3,3,0,1.5,3,0.5,-0.5,0.5,0.0,ECNL Regional League Girls Virginia 2024-25,1-1-0
SOLAR RED ECNL RL NTX G10,0,1,0,1,1,2,-1,1.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Texas 2024-25,0-1-0
San Diego Surf ECNL RL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
Slammers FC HB Koge ECNL RL G10,0,0,1,1,2,2,0,2.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-0-1
Sporting California USA ECNL RL G10,0,1,0,1,0,3,-3,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Southwest 2024-25,0-1-0
Sting CC USC TX RL G10,0,1,0,1,0,7,-7,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls USC Texas 2024-25,0-1-0
Wellington ECNL RL G10,0,1,0,1,0,6,-6,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Girls Florida 2024-25,0-1-0
Fever United FC ECNL RL NTX G10,0,2,0,2,0,8,-8,0.0,0,0.0,0.0,-0.12,-0.03,ECNL Regional League Girls North Texas 2024-25,0-2-0
RISE SC USC TX RL G10,0,1,1,2,0,1,-1,0.0,1,0.0,0.0,-0.25,-0.06,ECNL Regional League Girls USC Texas 2024-25,0-1-1
