team,wins,losses,ties,matches_played,goals_for,goals_against,goal_differential,goals_per_match,points,wp,owp,oowp,rpi,event_name,record
Oklahoma Celtic ECNL RL B08,1,0,1,2,2,1,1,1.0,4,0.5,0.75,0.5,0.62,ECNL Regional League Boys Texas 2024-25,1-0-1
SOLAR WHITE ECNL RL NTX B08,1,2,0,3,4,5,-1,1.33,3,0.33,0.83,0.49,0.62,ECNL Regional League Boys North Texas 2024-25,1-2-0
South Orlando Soccer Club ECNL RL B08,1,1,1,3,2,3,-1,0.67,4,0.33,0.78,0.57,0.61,ECNL Regional League Boys Florida 2024-25,1-1-1
Turlock Academica Jrs RL B08,3,0,0,3,7,3,4,2.33,9,1.0,0.33,0.75,0.6,ECNL Regional League Boys NorCal 2024-25,3-0-0
NTH-NASA ECNL RL B08,2,1,0,3,4,5,-1,1.33,6,0.67,0.62,0.44,0.59,ECNL Regional League Boys Southeast 2024-25,2-1-0
Orlando City Lake Nona ECNL RL B08,1,3,0,4,3,8,-5,0.75,3,0.25,0.75,0.6,0.59,ECNL Regional League Boys Florida 2024-25,1-3-0
FC Dallas White ECNL RL NTX B08,1,0,1,2,5,2,3,2.5,4,0.5,0.58,0.67,0.58,ECNL Regional League Boys North Texas 2024-25,1-0-1
SC Surf ECNL RL B08,2,0,1,3,8,2,6,2.67,7,0.67,0.5,0.65,0.58,ECNL Regional League Boys Southeast 2024-25,2-0-1
Seattle United ECNL RL B08,4,0,1,5,21,5,16,4.2,13,0.8,0.47,0.55,0.57,ECNL Regional League Boys Northwest 2024-25,4-0-1
Sting Nebraska ECNL RL B08,2,0,1,3,6,2,4,2.0,7,0.67,0.53,0.56,0.57,ECNL Regional League Boys Heartland 2024-25,2-0-1
XF ECNL RL B08,2,1,0,3,9,4,5,3.0,6,0.67,0.51,0.58,0.57,ECNL Regional League Boys Northwest 2024-25,2-1-0
Dallas Texans Red ECNL RL NTX B08,1,1,2,4,6,5,1,1.5,5,0.25,0.71,0.59,0.56,ECNL Regional League Boys North Texas 2024-25,1-1-2
FC United Iowa ECNL RL B08,0,3,0,3,3,7,-4,1.0,0,0.0,0.92,0.4,0.56,ECNL Regional League Boys Heartland 2024-25,0-3-0
HTX ECNL RL B08 N,1,0,0,1,3,0,3,3.0,3,1.0,0.25,0.75,0.56,ECNL Regional League Boys Texas 2024-25,1-0-0
BVBIA ECNL RL NTX B08,1,2,1,4,4,7,-3,1.0,4,0.25,0.71,0.52,0.55,ECNL Regional League Boys North Texas 2024-25,1-2-1
Sting Brave ECNL RL NTX B08,4,0,0,4,26,2,24,6.5,12,1.0,0.25,0.68,0.55,ECNL Regional League Boys North Texas 2024-25,4-0-0
Sting ECNL RL NTX B08,1,0,3,4,10,8,2,2.5,6,0.25,0.62,0.64,0.53,ECNL Regional League Boys North Texas 2024-25,1-0-3
3RSC ECNL RL B08,1,3,2,6,10,11,-1,1.67,5,0.17,0.74,0.43,0.52,ECNL Regional League Boys Northwest 2024-25,1-3-2
Arkansas Comets FC ECNL RL B08,1,1,0,2,4,3,1,2.0,3,0.5,0.67,0.25,0.52,ECNL Regional League Boys Frontier 2024-25,1-1-0
FC Prime ECNL RL B08,1,1,0,2,2,4,-2,1.0,3,0.5,0.75,0.09,0.52,ECNL Regional League Boys Florida 2024-25,1-1-0
NTX Celtic FC ECNL RL NTX B08,1,2,1,4,5,14,-9,1.25,4,0.25,0.73,0.37,0.52,ECNL Regional League Boys North Texas 2024-25,1-2-1
Atlanta Fire United ECNL RL B08,1,2,1,4,5,9,-4,1.25,4,0.25,0.66,0.46,0.51,ECNL Regional League Boys Southeast 2024-25,1-2-1
SOLAR RED ECNL RL NTX B08,1,2,1,4,7,13,-6,1.75,4,0.25,0.71,0.36,0.51,ECNL Regional League Boys North Texas 2024-25,1-2-1
CHALLENGE UNITED ECNL RL B08,1,1,0,2,3,3,0,1.5,3,0.5,0.5,0.5,0.5,ECNL Regional League Boys Texas 2024-25,1-1-0
Dallas Texans ECNL RL NTX B08,4,0,0,4,12,3,9,3.0,12,1.0,0.21,0.57,0.5,ECNL Regional League Boys North Texas 2024-25,4-0-0
One World Soccer USC TX RL B08,0,0,1,1,0,0,0,0.0,1,0.0,1.0,0.0,0.5,ECNL Regional League Boys USC TX 2024-25,0-0-1
Eastside FC ECNL RL B08,3,0,2,5,19,8,11,3.8,11,0.6,0.42,0.51,0.49,ECNL Regional League Boys Northwest 2024-25,3-0-2
FC Dallas Red ECNL RL NTX B08,3,0,0,3,27,1,26,9.0,9,1.0,0.17,0.64,0.49,ECNL Regional League Boys North Texas 2024-25,3-0-0
Florida Elite Tallahassee ECNL RL B08,1,0,2,3,2,0,2,0.67,5,0.33,0.44,0.74,0.49,ECNL Regional League Boys Florida 2024-25,1-0-2
Albion Hurricanes FC ECNL RL B08,1,0,2,3,3,2,1,1.0,5,0.33,0.58,0.42,0.48,ECNL Regional League Boys Texas 2024-25,1-0-2
GSA ECNL RL B08,3,2,0,5,13,6,7,2.6,9,0.6,0.42,0.48,0.48,ECNL Regional League Boys Southeast 2024-25,3-2-0
Avanti SA White ECNL RL NTX B08,1,2,0,3,5,7,-2,1.67,3,0.33,0.5,0.53,0.47,ECNL Regional League Boys North Texas 2024-25,1-2-0
FC Richmond  ECNL RL B08,0,1,1,2,1,5,-4,0.5,1,0.0,0.5,0.88,0.47,ECNL Regional League Boys Virginia 2024-25,0-1-1
Tampa Bay United ECNL RL B08,0,0,4,4,0,0,0,0.0,4,0.0,0.69,0.49,0.47,ECNL Regional League Boys Florida 2024-25,0-0-4
Mississippi Rush United ECNL RL B08,1,1,0,2,2,1,1,1.0,3,0.5,0.67,0.0,0.46,ECNL Regional League Boys Frontier 2024-25,1-1-0
PacNW SC ECNL RL B08,2,0,3,5,25,7,18,5.0,9,0.4,0.43,0.56,0.46,ECNL Regional League Boys Northwest 2024-25,2-0-3
RISE SC - ECNL Navy RL B08,0,1,2,3,2,3,-1,0.67,2,0.0,0.75,0.36,0.46,ECNL Regional League Boys Texas 2024-25,0-1-2
Sporting Iowa ECNL-RL B08,2,1,1,4,5,6,-1,1.25,7,0.5,0.38,0.59,0.46,ECNL Regional League Boys Heartland 2024-25,2-1-1
Walnut Creek Surf ECNL RL B08,2,1,0,3,6,5,1,2.0,6,0.67,0.0,1.17,0.46,ECNL Regional League Boys NorCal 2024-25,2-1-0
DKSC ECNL RL NTX B08,1,1,2,4,6,8,-2,1.5,5,0.25,0.54,0.45,0.45,ECNL Regional League Boys North Texas 2024-25,1-1-2
Renegades SC ECNL RL NTX B08,1,1,2,4,6,11,-5,1.5,5,0.25,0.56,0.42,0.45,ECNL Regional League Boys North Texas 2024-25,1-1-2
CESA Triumph ECNL RL B08,2,1,1,4,6,3,3,1.5,7,0.5,0.44,0.38,0.44,ECNL Regional League Boys Southeast 2024-25,2-1-1
Columbia Premier SC ECNL RL B08,2,1,1,4,11,10,1,2.75,7,0.5,0.34,0.58,0.44,ECNL Regional League Boys Northwest 2024-25,2-1-1
Dynamos USC TX RL B08,0,1,1,2,1,2,-1,0.5,1,0.0,1.0,-0.25,0.44,ECNL Regional League Boys USC TX 2024-25,0-1-1
IR Academy RL B08,1,0,0,1,2,1,1,2.0,3,1.0,0.0,0.75,0.44,ECNL Regional League Boys NorCal 2024-25,1-0-0
Washington Premier ECNL RL B08,2,2,1,5,25,10,15,5.0,7,0.4,0.4,0.56,0.44,ECNL Regional League Boys Northwest 2024-25,2-2-1
Blitz Academy ECNL RL B08,1,3,0,4,6,10,-4,1.5,3,0.25,0.5,0.46,0.43,ECNL Regional League Boys Frontier 2024-25,1-3-0
SOLAR BLUE ECNL RL NTX B08,1,0,2,3,5,4,1,1.67,5,0.33,0.44,0.51,0.43,ECNL Regional League Boys North Texas 2024-25,1-0-2
Snohomish United ECNL RL B08,1,4,0,5,5,28,-23,1.0,3,0.2,0.52,0.47,0.43,ECNL Regional League Boys Northwest 2024-25,1-4-0
Spokane Shadow ECNL RL B08,0,6,0,6,4,46,-42,0.67,0,0.0,0.65,0.43,0.43,ECNL Regional League Boys Northwest 2024-25,0-6-0
Sporting Nebraska FC ECNL RL B08,1,0,2,3,5,3,2,1.67,5,0.33,0.39,0.59,0.43,ECNL Regional League Boys Heartland 2024-25,1-0-2
Florida Celtic Soccer Club ECNL RL B08,0,0,2,2,0,0,0,0.0,2,0.0,0.5,0.69,0.42,ECNL Regional League Boys Florida 2024-25,0-0-2
Florida Kraze ECNL-RL B08,1,2,0,3,3,5,-2,1.0,3,0.33,0.67,0.0,0.42,ECNL Regional League Boys Florida 2024-25,1-2-0
San Antonio City SC ECNL RL B08,0,0,2,2,0,0,0,0.0,2,0.0,0.5,0.67,0.42,ECNL Regional League Boys Texas 2024-25,0-0-2
Stanford Strikers ECNL RL B08,0,3,0,3,1,4,-3,0.33,0,0.0,0.75,0.19,0.42,ECNL Regional League Boys NorCal 2024-25,0-3-0
Supreme FC ECNL RL B08,1,1,0,2,2,6,-4,1.0,3,0.5,0.54,0.09,0.42,ECNL Regional League Boys Florida 2024-25,1-1-0
FC Dallas Navy ECNL RL NTX B08,0,4,0,4,3,35,-32,0.75,0,0.0,0.62,0.38,0.41,ECNL Regional League Boys North Texas 2024-25,0-4-0
Arkansas Rising ECNL RL B08,2,0,0,2,5,2,3,2.5,6,1.0,0.0,0.58,0.4,ECNL Regional League Boys Frontier 2024-25,2-0-0
Avanti SA Blue ECNL RL NTX B08,0,4,0,4,1,9,-8,0.25,0,0.0,0.54,0.51,0.4,ECNL Regional League Boys North Texas 2024-25,0-4-0
FC Dallas Blue ECNL RL NTX B08,2,1,1,4,6,4,2,1.5,7,0.5,0.25,0.6,0.4,ECNL Regional League Boys North Texas 2024-25,2-1-1
Vision Soccer Academy Premier ECNL RL B08,0,2,2,4,4,7,-3,1.0,2,0.0,0.62,0.36,0.4,ECNL Regional League Boys Heartland 2024-25,0-2-2
Los Gatos United RL B08,1,1,0,2,2,2,0,1.0,3,0.5,0.25,0.54,0.39,ECNL Regional League Boys NorCal 2024-25,1-1-0
Concorde Fire Platinum ECNL RL B08,2,0,1,3,5,2,3,1.67,7,0.67,0.22,0.4,0.38,ECNL Regional League Boys Southeast 2024-25,2-0-1
DCSC ECNL RL Metros B08,0,2,0,2,1,10,-9,0.5,0,0.0,1.0,-0.5,0.38,ECNL Regional League Boys Virginia 2024-25,0-2-0
FC Dallas ECNL RL B08,1,0,0,1,8,0,8,8.0,3,1.0,0.0,0.5,0.38,ECNL Regional League Boys North Texas 2024-25,1-0-0
FC Westlake ECNL RL B08,0,0,2,2,1,1,0,0.5,2,0.0,0.5,0.5,0.38,ECNL Regional League Boys Texas 2024-25,0-0-2
Gretna Elite Academy ECNL RL B08,1,0,2,3,3,1,2,1.0,5,0.33,0.28,0.64,0.38,ECNL Regional League Boys Heartland 2024-25,1-0-2
Lake Travis USC TX RL B08,1,1,0,2,6,9,-3,3.0,3,0.5,0.5,0.0,0.38,ECNL Regional League Boys USC TX 2024-25,1-1-0
PWSI Courage ECNL RL B08,2,0,0,2,8,1,7,4.0,6,1.0,-0.5,1.5,0.38,ECNL Regional League Boys Virginia 2024-25,2-0-0
SOLAR BLACK ECNL RL NTX B08,1,3,0,4,7,7,0,1.75,3,0.25,0.38,0.52,0.38,ECNL Regional League Boys North Texas 2024-25,1-3-0
United Futbol Academy RL B08,1,3,1,5,10,11,-1,2.0,4,0.2,0.4,0.48,0.37,ECNL Regional League Boys Southeast 2024-25,1-3-1
Doral Soccer Club ECNL RL B08,2,0,1,3,11,3,8,3.67,7,0.67,0.17,0.43,0.36,ECNL Regional League Boys Florida 2024-25,2-0-1
RISE SC - ECNL White RL B08,0,2,1,3,0,9,-9,0.0,1,0.0,0.75,-0.04,0.36,ECNL Regional League Boys Texas 2024-25,0-2-1
SAFC Black ECRL B08,0,1,1,2,0,10,-10,0.0,1,0.0,0.75,-0.19,0.33,ECNL Regional League Boys Texas 2024-25,0-1-1
210 FC BLACK USC TX RL B08,1,0,1,2,8,0,8,4.0,4,0.5,0.0,0.75,0.31,ECNL Regional League Boys USC TX 2024-25,1-0-1
210 FC WHITE USC TX RL B08 II,1,0,1,2,2,0,2,1.0,4,0.5,0.0,0.75,0.31,ECNL Regional League Boys USC TX 2024-25,1-0-1
Ajax United RL B08 Academy,0,2,0,2,1,6,-5,0.5,0,0.0,0.75,-0.25,0.31,ECNL Regional League Boys NorCal 2024-25,0-2-0
BVBIA ECNL RL B08,1,1,0,2,3,7,-4,1.5,3,0.5,0.0,0.75,0.31,ECNL Regional League Boys North Texas 2024-25,1-1-0
Concorde Fire Premier ECNL RL B08,0,3,0,3,2,10,-8,0.67,0,0.0,0.47,0.31,0.31,ECNL Regional League Boys Southeast 2024-25,0-3-0
DKSC ECNL RL B08,2,0,0,2,5,0,5,2.5,6,1.0,-0.25,0.75,0.31,ECNL Regional League Boys North Texas 2024-25,2-0-0
South Carolina United ECNL RL B08,1,2,1,4,6,11,-5,1.5,4,0.25,0.28,0.38,0.3,ECNL Regional League Boys Southeast 2024-25,1-2-1
De Anza Force RL B08,2,0,0,2,8,1,7,4.0,6,1.0,-0.5,1.12,0.28,ECNL Regional League Boys NorCal 2024-25,2-0-0
Springs SC ECNL RL B08,0,1,1,2,1,3,-2,0.5,1,0.0,0.75,-0.38,0.28,ECNL Regional League Boys Florida 2024-25,0-1-1
956 United USC TX RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.5,0.0,0.25,ECNL Regional League Boys USC TX 2024-25,0-0-1
AHFC Central USC TX RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.5,0.0,0.25,ECNL Regional League Boys Texas 2024-25,0-0-1
CHALLENGE UNITED EAST USC TX RL B08,1,0,0,1,2,1,1,2.0,3,1.0,-0.5,1.0,0.25,ECNL Regional League Boys Texas 2024-25,1-0-0
Cape Coral Cyclones ECNL  RL B08,1,0,0,1,3,0,3,3.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Boys Florida 2024-25,1-0-0
Eagles SC ECNL RL B08,1,0,0,1,4,0,4,4.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Boys SoCal 2024-25,1-0-0
HTX ECNL RL B08 S,2,0,0,2,16,0,16,8.0,6,1.0,-0.38,0.75,0.25,ECNL Regional League Boys Texas 2024-25,2-0-0
Kaptiva TX USC TX RL B08,1,0,0,1,3,2,1,3.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Boys USC TX 2024-25,1-0-0
LAFC So Cal ECNL RL B08,1,0,0,1,2,1,1,2.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Boys SoCal 2024-25,1-0-0
LSC  Nth USC TX RL B08,0,1,0,1,0,2,-2,0.0,0,0.0,0.5,0.0,0.25,ECNL Regional League Boys Texas 2024-25,0-1-0
Lonestar SC ECNL RL B08,0,2,0,2,1,10,-9,0.5,0,0.0,0.5,0.0,0.25,ECNL Regional League Boys Texas 2024-25,0-2-0
Sporting California USA - ECNL RL B08 II,1,0,0,1,9,1,8,9.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Boys SoCal 2024-25,1-0-0
Stafford Revolution ECNL RL B08,0,0,1,1,2,2,0,2.0,1,0.0,1.0,-1.0,0.25,ECNL Regional League Boys Virginia 2024-25,0-0-1
Tupelo FC ECNL RL B08,0,2,0,2,1,4,-3,0.5,0,0.0,0.5,0.0,0.25,ECNL Regional League Boys Frontier 2024-25,0-2-0
West Coast FC ECNL RL B08,1,0,0,1,3,0,3,3.0,3,1.0,0.0,0.0,0.25,ECNL Regional League Boys SoCal 2024-25,1-0-0
West Side Alliance ECNL RL B08,0,1,1,2,2,3,-1,1.0,1,0.0,0.25,0.5,0.25,ECNL Regional League Boys Texas 2024-25,0-1-1
Parkland SC ECNL RL B08,0,2,0,2,4,7,-3,2.0,0,0.0,0.67,-0.38,0.24,ECNL Regional League Boys Florida 2024-25,0-2-0
SAFC Red ECRL B08,1,0,2,3,2,1,1,0.67,5,0.33,0.0,0.61,0.23,ECNL Regional League Boys Texas 2024-25,1-0-2
SOCA Elite - ECNL RL 08B,0,1,1,2,1,8,-7,0.5,1,0.0,0.5,-0.12,0.22,ECNL Regional League Boys Virginia 2024-25,0-1-1
Tulsa SC ECNL RL B08,0,2,0,2,2,7,-5,1.0,0,0.0,0.5,-0.12,0.22,ECNL Regional League Boys Texas 2024-25,0-2-0
FL Premier FC SWFL ECNL RL B08,1,1,2,4,9,8,1,2.25,5,0.25,0.0,0.53,0.2,ECNL Regional League Boys Florida 2024-25,1-1-2
Houstonians FC TX ECNL RL B08,0,0,2,2,0,0,0,0.0,2,0.0,0.0,0.75,0.19,ECNL Regional League Boys Texas 2024-25,0-0-2
Palm Beach Gardens ECNL RL B08,0,1,0,1,1,2,-1,1.0,0,0.0,0.0,0.75,0.19,ECNL Regional League Boys Florida 2024-25,0-1-0
Virginia United RL B08,1,1,0,2,8,7,1,4.0,3,0.5,0.0,0.25,0.19,ECNL Regional League Boys Virginia 2024-25,1-1-0
Florida Elite ECNL RL B08,0,2,0,2,3,6,-3,1.5,0,0.0,0.5,-0.38,0.15,ECNL Regional League Boys Florida 2024-25,0-2-0
Strikers ECNL RL B08,0,2,0,2,2,4,-2,1.0,0,0.0,0.75,-0.88,0.15,ECNL Regional League Boys Virginia 2024-25,0-2-0
FL Premier FC - ECNL RL B08 NORTH,2,0,0,2,7,3,4,3.5,6,1.0,-0.5,0.58,0.14,ECNL Regional League Boys Florida 2024-25,2-0-0
FL Premier FC Black - ECNL RL B08 South,1,1,0,2,2,2,0,1.0,3,0.5,-0.25,0.58,0.14,ECNL Regional League Boys Florida 2024-25,1-1-0
Oklahoma Cosmos RL B08,2,0,0,2,2,0,2,1.0,6,1.0,-0.5,0.58,0.14,ECNL Regional League Boys Frontier 2024-25,2-0-0
AHFC West USC TX RL B08,0,1,0,1,1,6,-5,1.0,0,0.0,0.0,0.5,0.12,ECNL Regional League Boys Texas 2024-25,0-1-0
Cedar Stars Rush Houston USC TX RL B08,0,0,2,2,0,0,0,0.0,2,0.0,0.0,0.5,0.12,ECNL Regional League Boys USC TX 2024-25,0-0-2
VSA ECNL RL B08,2,0,0,2,9,1,8,4.5,6,1.0,-0.5,0.5,0.12,ECNL Regional League Boys Virginia 2024-25,2-0-0
Virginia Valor FC ECNL RL B08,1,1,0,2,3,4,-1,1.5,3,0.5,0.0,-0.25,0.06,ECNL Regional League Boys Virginia 2024-25,1-1-0
Florida West FC ECNL RL B08,2,0,0,2,5,2,3,2.5,6,1.0,-0.75,0.71,0.05,ECNL Regional League Boys Florida 2024-25,2-0-0
VA Reign FC  ECNL RL B08,2,0,0,2,10,2,8,5.0,6,1.0,-0.75,0.62,0.03,ECNL Regional League Boys Virginia 2024-25,2-0-0
Beach FC ECNL RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
LA Breakers FC  ECNL RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
LA Breakers FC  ECNL RL B08 LB,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
LMVSC - RL B08,0,2,0,2,0,10,-10,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Boys Virginia 2024-25,0-2-0
LV Heat Surf ECNL RL B08,0,1,0,1,1,2,-1,1.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-1-0
Legends FC ECNL RL 2 B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
Legends FC ECNL RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
Legends FC San Diego ECNL RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
Legends FC USC TX RL B08,0,1,0,1,2,3,-1,2.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Boys USC TX 2024-25,0-1-0
Pateadores ECNL RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
Pateadores ECNL RL B08 NB,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
Rangers FC ECNL RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
Rebels SC ECNL RL B08,0,1,0,1,0,4,-4,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-1-0
SDSC Surf ECNL RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
San Diego Surf ECNL RL B08 Blue,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
San Diego Surf ECNL RL B08 White,0,1,0,1,0,3,-3,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-1-0
Slammers FC Maroon ECNL RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
Slammers FC White ECNL RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
Sporting California USA  RL B08,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-0-1
Wellington ECNL RL B08,0,1,0,1,0,3,-3,0.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Boys Florida 2024-25,0-1-0
West Coast FC ECNL RL B08 2,0,1,0,1,1,9,-8,1.0,0,0.0,0.0,0.0,0.0,ECNL Regional League Boys SoCal 2024-25,0-1-0
Arlington Soccer ECNL RL B08,1,0,1,2,3,2,1,1.5,4,0.5,-1.0,0.88,-0.15,ECNL Regional League Boys Virginia 2024-25,1-0-1
