team,wins,losses,ties,matches_played,goals_for,goals_against,goal_differential,goals_per_match,points,wp,owp,oowp,rpi,event_name,record
Midwest United FC ECNL G10,0,1,0,1,0,1,-1,0.0,0,0.0,1.0,0.33,0.58,ECNL Girls Midwest 2024-25,0-1-0
Albion Hurricanes FC ECNL G10,1,0,1,2,2,1,1,1.0,4,0.5,0.5,0.79,0.57,ECNL Girls Texas 2024-25,1-0-1
Placer United ECNL G10,2,1,0,3,4,11,-7,1.33,6,0.67,0.5,0.61,0.57,ECNL Girls Northern Cal 2024-25,2-1-0
FL Premier FC ECNL G10,1,1,0,2,1,1,0,0.5,3,0.5,1.0,-0.25,0.56,ECNL Girls Southeast 2024-25,1-1-0
Colorado Rush ECNL G10,0,2,1,3,1,8,-7,0.33,1,0.0,1.0,0.21,0.55,ECNL Girls Texas 2024-25,0-2-1
Eagles SC ECNL G10,1,0,1,2,3,1,2,1.5,4,0.5,0.0,1.62,0.53,ECNL Girls Southwest 2024-25,1-0-1
Orlando City ECNL G10,1,0,1,2,4,2,2,2.0,4,0.5,0.0,1.62,0.53,ECNL Girls Southeast 2024-25,1-0-1
Kansas City Athletics ECNL G10,2,2,0,4,10,7,3,2.5,6,0.5,0.58,0.42,0.52,ECNL Girls Midwest 2024-25,2-2-0
Sporting Blue Valley ECNL G10,2,2,0,4,8,10,-2,2.0,6,0.5,0.58,0.42,0.52,ECNL Girls Midwest 2024-25,2-2-0
Challenge SC ECNL G10,1,1,0,2,4,2,2,2.0,3,0.5,0.38,0.79,0.51,ECNL Girls Texas 2024-25,1-1-0
Santa Rosa United ECNL G10,1,2,0,3,1,8,-7,0.33,3,0.33,0.5,0.69,0.51,ECNL Girls Northern Cal 2024-25,1-2-0
Dallas Texans ECNL G10,1,1,0,2,2,2,0,1.0,3,0.5,0.62,0.21,0.49,ECNL Girls Texas 2024-25,1-1-0
Colorado Rapids ECNL G10,0,2,1,3,4,7,-3,1.33,1,0.0,0.67,0.57,0.48,ECNL Girls Texas 2024-25,0-2-1
Rockford Raptors ECNL G10,0,2,0,2,1,8,-7,0.5,0,0.0,0.67,0.58,0.48,ECNL Girls Midwest 2024-25,0-2-0
SLSG Navy ECNL G10,1,1,0,2,3,2,1,1.5,3,0.5,0.5,0.41,0.48,ECNL Girls Midwest 2024-25,1-1-0
Liverpool FC IA Michigan ECNL G10,0,2,1,3,2,6,-4,0.67,1,0.0,0.75,0.36,0.46,ECNL Girls Midwest 2024-25,0-2-1
Pleasanton RAGE ECNL G10,0,3,0,3,0,11,-11,0.0,0,0.0,0.67,0.46,0.45,ECNL Girls Northern Cal 2024-25,0-3-0
Michigan Hawks ECNL G10,3,0,0,3,13,2,11,4.33,9,1.0,0.08,0.61,0.44,ECNL Girls Midwest 2024-25,3-0-0
Mustang SC ECNL G10,2,0,1,3,13,0,13,4.33,7,0.67,0.25,0.61,0.44,ECNL Girls Northern Cal 2024-25,2-0-1
San Juan SC ECNL G10,1,0,2,3,9,2,7,3.0,5,0.33,0.5,0.32,0.41,ECNL Girls Northern Cal 2024-25,1-0-2
Marin FC ECNL G10,0,3,0,3,0,18,-18,0.0,0,0.0,0.58,0.42,0.39,ECNL Girls Northern Cal 2024-25,0-3-0
Michigan Hawks Magic ECNL G10,0,2,1,3,3,9,-6,1.0,1,0.0,0.56,0.45,0.39,ECNL Girls Midwest 2024-25,0-2-1
Chicago Inter Soccer ECNL G10,1,3,0,4,9,12,-3,2.25,3,0.25,0.29,0.61,0.36,ECNL Girls Midwest 2024-25,1-3-0
Nationals SC ECNL G10,2,0,1,3,6,3,3,2.0,7,0.67,0.08,0.58,0.35,ECNL Girls Midwest 2024-25,2-0-1
SLSG Green ECNL G10,0,0,2,2,2,2,0,1.0,2,0.0,0.5,0.41,0.35,ECNL Girls Midwest 2024-25,0-0-2
Jacksonville FC ECNL G10,0,1,1,2,1,2,-1,0.5,1,0.0,1.0,-0.62,0.34,ECNL Girls Southeast 2024-25,0-1-1
NCFC Youth ECNL G10,0,1,1,2,2,10,-8,1.0,1,0.0,1.0,-0.62,0.34,ECNL Girls Mid-Atlantic 2024-25,0-1-1
Sting Austin ECNL G10,0,1,1,2,2,4,-2,1.0,1,0.0,1.0,-0.62,0.34,ECNL Girls Texas 2024-25,0-1-1
Bay Area Surf ECNL G10,1,0,1,2,8,2,6,4.0,4,0.5,0.12,0.58,0.33,ECNL Girls Northern Cal 2024-25,1-0-1
Gretna Elite Academy ECNL G10,0,3,1,4,6,11,-5,1.5,1,0.0,0.5,0.33,0.33,ECNL Girls Midwest 2024-25,0-3-1
GSA ECNL G10,1,1,0,2,3,1,2,1.5,3,0.5,0.0,0.75,0.31,ECNL Girls Southeast 2024-25,1-1-0
FC Dallas ECNL G10,0,1,1,2,2,4,-2,1.0,1,0.0,0.5,0.21,0.3,ECNL Girls Texas 2024-25,0-1-1
Real Colorado National ECNL G10,3,0,0,3,9,1,8,3.0,9,1.0,-0.25,0.71,0.3,ECNL Girls Texas 2024-25,3-0-0
Charlotte SA ECNL G10,1,0,0,1,3,0,3,3.0,3,1.0,0.0,0.0,0.25,ECNL Girls Mid-Atlantic 2024-25,1-0-0
NC Courage ECNL G10,1,0,0,1,2,1,1,2.0,3,1.0,0.0,0.0,0.25,ECNL Girls Mid-Atlantic 2024-25,1-0-0
Rebels SC ECNL G10,1,0,0,1,3,1,2,3.0,3,1.0,0.0,0.0,0.25,ECNL Girls Southwest 2024-25,1-0-0
Slammers FC HB Koge ECNL G10,1,0,0,1,2,0,2,2.0,3,1.0,0.0,0.0,0.25,ECNL Girls Southwest 2024-25,1-0-0
So Cal Blues ECNL G10,1,0,0,1,1,0,1,1.0,3,1.0,0.0,0.0,0.25,ECNL Girls Southwest 2024-25,1-0-0
Sting Royal ECNL G10,1,0,0,1,3,1,2,3.0,3,1.0,0.0,0.0,0.25,ECNL Girls Texas 2024-25,1-0-0
Classics Elite ECNL G10,0,2,0,2,0,4,-4,0.0,0,0.0,0.75,-0.62,0.22,ECNL Girls Texas 2024-25,0-2-0
Florida Elite ECNL G10,0,2,0,2,0,3,-3,0.0,0,0.0,0.75,-0.62,0.22,ECNL Girls Southeast 2024-25,0-2-0
Florida West FC ECNL G10,0,1,1,2,1,8,-7,0.5,1,0.0,0.0,0.88,0.22,ECNL Girls Southeast 2024-25,0-1-1
Wilmington Hammerheads ECNL G10,0,2,0,2,1,11,-10,0.5,0,0.0,0.75,-0.62,0.22,ECNL Girls Mid-Atlantic 2024-25,0-2-0
Concorde Fire Platinum ECNL G10,2,0,0,2,7,0,7,3.5,6,1.0,-0.5,0.75,0.19,ECNL Girls Southeast 2024-25,2-0-0
Tampa Bay United ECNL G10,0,2,0,2,0,9,-9,0.0,0,0.0,0.5,-0.25,0.19,ECNL Girls Southeast 2024-25,0-2-0
Arlington Soccer ECNL G10,1,0,1,2,4,2,2,2.0,4,0.5,-0.5,0.88,0.1,ECNL Girls Mid-Atlantic 2024-25,1-0-1
Atlanta Fire United ECNL G10,2,0,0,2,2,0,2,1.0,6,1.0,-0.75,0.88,0.1,ECNL Girls Southeast 2024-25,2-0-0
Fairfax Virginia Union ECNL G10,2,0,0,2,17,1,16,8.5,6,1.0,-0.75,0.88,0.1,ECNL Girls Mid-Atlantic 2024-25,2-0-0
OK Energy FC ECNL G10,2,0,0,2,6,1,5,3.0,6,1.0,-0.75,0.88,0.1,ECNL Girls Texas 2024-25,2-0-0
Tulsa SC ECNL G10,1,0,1,2,2,1,1,1.0,4,0.5,-0.5,0.88,0.1,ECNL Girls Texas 2024-25,1-0-1
United Futbol Academy ECNL G10,1,0,1,2,3,1,2,1.5,4,0.5,-0.5,0.88,0.1,ECNL Girls Southeast 2024-25,1-0-1
Beach FC ECNL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Girls Southwest 2024-25,0-0-1
Charlotte Independence ECNL G10,0,1,0,1,0,3,-3,0.0,0,0.0,0.0,0.0,0.0,ECNL Girls Mid-Atlantic 2024-25,0-1-0
LA Breakers FC ECNL G10,0,1,0,1,0,2,-2,0.0,0,0.0,0.0,0.0,0.0,ECNL Girls Southwest 2024-25,0-1-0
LV Heat Surf ECNL G10,0,1,0,1,1,3,-2,1.0,0,0.0,0.0,0.0,0.0,ECNL Girls Southwest 2024-25,0-1-0
Legends FC San Diego ECNL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Girls Southwest 2024-25,0-0-1
NC Fusion ECNL G10,0,1,0,1,1,2,-1,1.0,0,0.0,0.0,0.0,0.0,ECNL Girls Mid-Atlantic 2024-25,0-1-0
Pateadores ECNL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Girls Southwest 2024-25,0-0-1
San Diego Surf ECNL G10,0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,ECNL Girls Southwest 2024-25,0-0-1
Sporting California USA ECNL G10,0,1,0,1,0,1,-1,0.0,0,0.0,0.0,0.0,0.0,ECNL Girls Southwest 2024-25,0-1-0
Sting Black ECNL G10,0,1,0,1,1,3,-2,1.0,0,0.0,0.0,0.0,0.0,ECNL Girls Texas 2024-25,0-1-0
